Case Number,Address House Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Zip,Date Case Generated,Date Case Closed,Case Type,Response Days,Status of Case,lat,long
496048,239,E,53RD,ST,90011,4/8/2013,,GENERAL,,O,33.99436,-118.27048
496051,5854,S,LOS ANGELES,ST,90003,4/8/2013,,GENERAL,,O,33.98826,-118.27041
496057,5001,S,COMPTON,AVE,90011,4/8/2013,,GENERAL,,O,33.99734,-118.24796
496058,1800,E,50TH,ST,90058,4/8/2013,,GENERAL,,O,33.99794,-118.24282
496061,18603,W,CHASE,ST,91324,4/8/2013,,GENERAL,,O,34.22472,-118.53849
496192,708,S,5TH,AVE,90291,4/9/2013,,GENERAL,,O,33.99548,-118.47161
496195,350,N,MESA,ROAD,90402,4/9/2013,,GENERAL,,O,34.0317,-118.51538
496210,1705,E,22ND,ST,90058,4/10/2013,,GENERAL,,O,34.0169,-118.24265
496225,3613,S,INGLEWOOD,BLVD,90066,4/10/2013,,GENERAL,,O,34.00986,-118.43201
496246,1966,W,20TH,ST,90018,4/11/2013,,GENERAL,,O,34.03799,-118.30221
496314,12565,W,STRATHERN,ST,91605,4/11/2013,,VEIP,,O,34.21585,-118.40784
496319,731,W,77TH,ST,90044,4/11/2013,,GENERAL,,O,33.96988,-118.28647
496430,1678,W,12TH,PL,90006,4/11/2013,,GENERAL,,O,34.04643,-118.27895
496054,5860,S,LOS ANGELES,ST,90003,4/8/2013,,GENERAL,,O,33.98813,-118.27041
496079,1042,S,IROLO,ST,90006,4/8/2013,,GENERAL,,O,34.05134,-118.30089
496436,242,E,75TH,ST,90003,4/11/2013,,GENERAL,,O,33.97205,-118.27029
496453,5794,N,FAIRHAVEN,AVE,91367,4/12/2013,,GENERAL,,O,34.17581,-118.65804
729055,1057,W,MANCHESTER,AVE,90044,7/21/2016,,GENERAL,,O,33.9602,-118.29361
729057,612,W,BOCCACCIO,AVE,90291,7/21/2016,,GENERAL,,O,33.98934,-118.45747
729059,6931,N,TOBIAS,AVE,91405,7/21/2016,,FRP,,O,34.19655,-118.45213
496568,627,E,62ND,ST,90001,4/15/2013,,GENERAL,,O,33.98332,-118.26306
496464,10460,N,TUJUNGA CANYON,BLVD,91042,4/12/2013,,GENERAL,,O,34.25928,-118.2924
496642,2721,S,SAN PEDRO,ST,90011,4/15/2013,,GENERAL,,O,34.02012,-118.26243
496731,300,S,ROBERTSON,BLVD,90048,4/16/2013,,GENERAL,,O,34.0734,-118.38359
496827,913,E,MONTECITO,DR,90031,4/16/2013,,GENERAL,,O,34.08872,-118.2002
496762,3630,N,DIVISION,ST,90065,4/16/2013,,GENERAL,,O,34.10854,-118.22177
496999,7011,N,CANOGA,AVE,91303,4/18/2013,,GENERAL,,O,34.19777,-118.59786
496836,427,S,COLYTON,ST,90013,4/16/2013,,GENERAL,,O,34.04261,-118.2365
497214,7650,N,SEPULVEDA,BLVD,91405,4/19/2013,,GENERAL,,O,34.20983,-118.466
729061,3443,W,PLATA,ST,90026,7/22/2016,,GENERAL,,O,34.07836,-118.28331
729062,3250,W,GLENHURST,AVE,90039,7/22/2016,,GENERAL,,O,34.11221,-118.2584
496907,2419,,11TH,AVE,90018,4/17/2013,,GENERAL,,O,,
496978,1637,S,ABBOT KINNEY,BLVD,90291,4/17/2013,,GENERAL,,O,33.98959,-118.46305
496994,18124,W,KAREN,DR,91356,4/18/2013,,GENERAL,,O,34.15563,-118.52931
497003,7957,N,LLOYD,AVE,91605,4/18/2013,,GENERAL,,O,34.21562,-118.42073
497070,160,E,36TH,ST,90011,4/18/2013,,GENERAL,,O,34.01616,-118.27186
497212,1345,S,LA BREA,AVE,90019,4/19/2013,,VEIP,,O,34.04887,-118.34454
497551,10353,S,GRAPE,ST,90002,4/23/2013,,GENERAL,,O,33.94153,-118.237
497555,727,E,119TH,ST,90059,4/23/2013,,GENERAL,,O,33.92476,-118.26124
497650,8031,W,FOOTHILL,BLVD,91040,4/23/2013,,VEIP,,O,34.25981,-118.30809
497690,1183,E,35TH,ST,90011,4/24/2013,,GENERAL,,O,34.01206,-118.25451
497696,18805,W,REDWING,ST,91356,4/24/2013,,GENERAL,,O,34.17046,-118.54303
498159,3419,S,GRAND,CL,90292,4/24/2013,,GENERAL,,O,33.97829,-118.46284
498163,2025,E,SANTA ANA,BLVD,90059,4/24/2013,,GENERAL,,O,33.93677,-118.23636
498357,830,N,SAMPSON,AVE,90744,4/25/2013,,VEIP,,O,33.78238,-118.23334
498367,1262,N,ALAMEDA,ST,90744,4/25/2013,,VEIP,,O,33.79024,-118.241
498370,910,E,G,ST,90744,4/25/2013,,VEIP,,O,33.77898,-118.2515
498372,457,S,COLYTON,ST,90013,4/25/2013,,GENERAL,,O,34.04184,-118.23637
498374,5435,S,WEST,BLVD,90043,4/25/2013,,GENERAL,,O,33.99196,-118.33571
498408,7145,N,PARK MANOR,AVE,91605,4/26/2013,,GENERAL,,O,34.20034,-118.42588
498411,13526,W,ZANJA,ST,90291,4/26/2013,,GENERAL,,O,33.99286,-118.44899
497281,153,W,77TH,ST,90003,4/19/2013,,GENERAL,,O,33.96996,-118.27583
497282,345,W,66TH,ST,90003,4/19/2013,,GENERAL,,O,33.97993,-118.27985
498405,16800,W,ROSCOE,BLVD,91406,4/26/2013,,GENERAL,,O,34.2206,-118.49931
729092,750,E,109TH,PL,90059,7/22/2016,,GENERAL,,O,33.93636,-118.26118
729093,1036,E,56TH,ST,90011,7/22/2016,,GENERAL,,O,33.9915,-118.25735
498417,4909,S,CRENSHAW,BLVD,90043,4/26/2013,9/12/2016,GENERAL,1235,O,33.99795,-118.33124
498488,2030,W,VENICE,BLVD,90006,4/29/2013,,GENERAL,,O,34.04344,-118.30135
498421,12935,N,GLADSTONE,AVE,91342,4/29/2013,,GENERAL,,O,34.30508,-118.42202
498567,15426,W,LEMARSH,ST,91345,4/30/2013,,GENERAL,,O,34.25535,-118.46841
498833,7309,N,CORBIN,AVE,91306,5/2/2013,,GENERAL,,O,34.20316,-118.56243
498803,1711,N,NORTH SPRING,ST,90012,5/2/2013,,GENERAL,,O,34.06982,-118.2269
498805,18818,W,ERWIN,ST,91335,5/2/2013,,GENERAL,,O,34.18376,-118.54337
498806,7833,N,SEPULVEDA,BLVD,91406,5/2/2013,,VEIP,,O,34.21295,-118.4664
498812,6140,E,MESA,AVE,90042,5/2/2013,2/21/2015,GENERAL,660,O,,
498829,1345,S,LA BREA,AVE,90019,5/2/2013,,VEIP,,O,34.04887,-118.34454
729096,9765,N,VENA,AVE,91331,7/22/2016,,GENERAL,,O,34.24786,-118.42798
729097,359,E,53RD,ST,90011,7/22/2016,,GENERAL,,O,33.99437,-118.26813
729099,18340,W,VENTURA,BLVD,91356,7/22/2016,,VEIP,,O,34.16701,-118.53208
729100,205,E,67TH,ST,90003,7/22/2016,,GENERAL,,O,33.97889,-118.27149
729101,1414,S,MAIN,ST,90291,7/22/2016,,GENERAL,,O,33.98914,-118.47166
729098,1322,N,BENEDICT CANYON,DR,90210,7/22/2016,,GENERAL,,O,34.0949,-118.42958
498834,1919,S,BRONSON,AVE,90018,5/2/2013,,GENERAL,,O,34.03938,-118.33021
498840,1313,S,OCEAN FRONT,WALK,90291,5/2/2013,,GENERAL,,O,33.98814,-118.47461
498856,19641,W,VICTORY,BLVD,91335,5/3/2013,,GENERAL,,O,34.18679,-118.56139
498866,13352,W,VAN NUYS,BLVD,91331,5/3/2013,,VEIP,,O,34.26464,-118.42379
498931,432,E,93RD,ST,90003,5/3/2013,,GENERAL,,O,33.95189,-118.26617
498935,17245,W,LEMAY,ST,91406,5/6/2013,,GENERAL,,O,34.19124,-118.50924
498941,10915,W,PICO,BLVD,90064,5/6/2013,,GENERAL,,O,34.03955,-118.43008
499218,6028,S,VERMONT,AVE,90044,5/8/2013,,GENERAL,,O,33.98479,-118.29131
499192,1712,W,FLORENCE,AVE,90047,5/8/2013,,GENERAL,,O,33.9744,-118.30733
499204,1134,W,79TH,ST,90044,5/8/2013,,GENERAL,,O,33.96715,-118.29542
499220,16122,S,DENVER,AVE,90248,5/8/2013,,GENERAL,,O,33.88458,-118.28383
499247,11670,W,SUNSET,BLVD,90049,5/8/2013,,GENERAL,,O,34.06592,-118.47004
499277,1349,N,DOUGLAS,ST,90026,5/9/2013,,GENERAL,,O,34.07566,-118.25096
499301,1764,E,VERNON,AVE,90058,5/9/2013,,GENERAL,,O,34.00381,-118.24216
499003,4171,N,VERDUGO,ROAD,90065,5/7/2013,,GENERAL,,O,34.12694,-118.23234
499300,5391,E,POPLAR,BLVD,90032,5/9/2013,,GENERAL,,O,34.08987,-118.16357
499315,9562,N,WOODMAN,AVE,91331,5/9/2013,,GENERAL,,O,34.24437,-118.44619
499423,8220,N,LENNOX,AVE,91402,5/10/2013,,GENERAL,,O,34.2204,-118.44581
499460,3867,N,LATROBE,ST,90031,5/13/2013,,GENERAL,,O,34.09167,-118.19714
499504,10504,N,ZELZAH,AVE,91344,5/15/2013,,GENERAL,,O,34.26146,-118.52311
499319,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499320,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499321,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499330,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499331,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499332,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499333,7833,N,SEPULVEDA,BLVD,91406,5/9/2013,,VEIP,,O,34.21295,-118.4664
499350,4074,S,HILLCREST,DR,90008,5/10/2013,,GENERAL,,O,34.01192,-118.3482
499463,685,W,4TH,ST,90731,5/13/2013,,GENERAL,,O,33.74047,-118.29195
499481,1235,W,39TH,ST,90037,5/14/2013,,CNAP,,O,34.01562,-118.29848
499490,1237,W,39TH,ST,90037,5/14/2013,,CNAP,,O,34.01562,-118.29857
499496,1457,W,FLORENCE,AVE,90047,5/14/2013,,GENERAL,,O,33.97474,-118.30215
499704,7706,N,CASE,AVE,91352,5/15/2013,,GENERAL,,O,34.21049,-118.37238
499707,7710,N,CASE,AVE,91352,5/15/2013,,GENERAL,,O,34.21063,-118.37238
499710,621,W,ROSECRANS,AVE,90248,5/15/2013,,GENERAL,,O,33.90205,-118.28562
499728,834,S,TREMAINE,AVE,90005,5/16/2013,,GENERAL,,O,34.05976,-118.33613
499732,815,W,E,ST,90744,5/16/2013,,CNAP,,O,33.77522,-118.27181
499317,3445,N,TARECO,DR,90068,5/9/2013,,GENERAL,,O,34.13058,-118.34016
499756,11613,W,TUXFORD,ST,91352,5/16/2013,,VEIP,,O,34.22468,-118.38519
499757,12019,W,PEORIA,ST,91352,5/16/2013,,GENERAL,,O,34.2281,-118.39485
499809,1132,N,LAS PULGAS,ROAD,90272,5/16/2013,,GENERAL,,O,34.05289,-118.53839
499823,14749,W,VINCENNES,ST,91402,5/17/2013,,GENERAL,,O,34.24038,-118.45553
499832,5843,N,BECKFORD,AVE,91356,5/17/2013,,CITATIONS,,O,34.17702,-118.55161
729123,1814,W,83RD,ST,90047,7/22/2016,,PACE,,O,33.9635,-118.30963
729124,1908,W,83RD,ST,90047,7/22/2016,,PACE,,O,33.9635,-118.31164
729175,1207,S,AVERILL,AVE,90732,7/22/2016,,GENERAL,,O,33.73324,-118.3079
729176,5299,W,FOUNTAIN,AVE,90027,7/22/2016,,GENERAL,,O,34.09515,-118.3054
729178,139,E,85TH,ST,90003,7/22/2016,,GENERAL,,O,33.96111,-118.2725
729180,312,S,BROADWAY,,90013,7/22/2016,,CNAP,,O,34.05051,-118.24824
729181,1140,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96172,-118.29539
729182,1141,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96194,-118.29538
729184,1145,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96194,-118.2955
729187,1136,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96172,-118.29532
729188,1046,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96172,-118.29351
729189,1107,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96195,-118.29425
729190,1126,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96172,-118.29495
729191,1135,W,84TH,PL,90044,7/22/2016,,PACE,,O,33.96194,-118.29522
729209,1036,W,84TH,ST,90044,7/22/2016,,PACE,,O,33.96262,-118.29316
729210,250,S,BROADWAY,,90012,7/22/2016,,CNAP,,O,34.05114,-118.24758
729211,354,S,SPRING,ST,90013,7/22/2016,,CNAP,,O,34.04896,-118.24794
729213,10445,S,PACE,AVE,90002,7/22/2016,,GENERAL,,O,33.94117,-118.25319
499937,5657,N,WINNETKA,AVE,91367,5/20/2013,8/24/2015,GENERAL,826,O,34.17387,-118.57115
500189,14854,W,LANARK,ST,91402,5/21/2013,,GENERAL,,O,34.21779,-118.4572
499919,1800,W,45TH,ST,90062,5/20/2013,,GENERAL,,O,34.00268,-118.31158
499920,11019,S,MAIN,ST,90061,5/20/2013,,GENERAL,,O,33.93504,-118.27403
499939,13343,W,PIERCE,ST,91331,5/20/2013,,GENERAL,,O,34.25979,-118.42381
499942,8217,N,LANKERSHIM,BLVD,91605,5/20/2013,,VEIP,,O,34.21978,-118.38798
500043,1544,E,32ND,ST,90011,5/20/2013,,GENERAL,,O,34.01228,-118.24693
729214,218,W,5TH,ST,90013,7/22/2016,,CNAP,,O,34.04771,-118.25033
500044,8560,N,SAN FERNANDO,ROAD,91352,5/20/2013,,VEIP,,O,34.22546,-118.37736
500045,1424,W,45TH,ST,90062,5/20/2013,,GENERAL,,O,34.00269,-118.30106
500047,777,W,190TH,ST,90248,5/20/2013,,GENERAL,,O,33.86037,-118.28753
500055,553,N,HARKER,ST,90731,5/20/2013,,GENERAL,,O,33.74789,-118.28687
729226,5635,N,BELLINGHAM,AVE,91607,7/23/2016,,GENERAL,,O,34.1732,-118.39882
500078,3532,E,ANNETTE,ST,90065,5/21/2013,,GENERAL,,O,34.10408,-118.22369
500107,19451,W,VENTURA,BLVD,91356,5/21/2013,,GENERAL,,O,34.17294,-118.55744
500117,611,W,121ST,ST,90044,5/21/2013,,GENERAL,,O,33.92265,-118.28522
500120,8265,N,LANKERSHIM,BLVD,91605,5/21/2013,,VEIP,,O,34.22125,-118.38798
500183,5181,W,ADAMS,BLVD,90016,5/21/2013,,GENERAL,,O,34.03266,-118.35464
499901,2743,N,CRESTON,DR,90068,5/17/2013,,GENERAL,,O,34.11908,-118.32503
500079,2566,N,ROSCOMARE,ROAD,90077,5/21/2013,,GENERAL,,O,34.12471,-118.46236
500103,3022,N,ROSCOMARE,ROAD,90077,5/21/2013,,GENERAL,,O,34.12877,-118.46776
500192,4101,W,ADAMS,BLVD,90018,5/21/2013,,GENERAL,,O,34.03276,-118.32971
500219,115,W,WILHARDT,ST,90012,5/22/2013,,GENERAL,,O,34.06815,-118.22614
500400,8907,N,LAUREL CANYON,BLVD,91352,5/22/2013,,VEIP,,O,34.23104,-118.40309
500409,543,W,120TH,ST,90044,5/22/2013,,GENERAL,,O,33.92385,-118.28428
500861,7050,N,ETON,AVE,91303,5/24/2013,,GENERAL,,O,34.19883,-118.59532
500647,1028,W,CRUCES,ST,90744,5/23/2013,,GENERAL,,O,33.7913,-118.27604
500649,7360,W,TRANQUIL,DR,91042,5/23/2013,,GENERAL,,O,34.24048,-118.29425
500780,5805,W,VENICE,BLVD,90019,5/24/2013,,GENERAL,,O,34.04277,-118.36505
500865,4833,W,EXPOSITION,BLVD,90016,5/24/2013,,VEIP,,O,34.02453,-118.34953
500866,1274,E,48TH,ST,90011,5/24/2013,,GENERAL,,O,33.9997,-118.25253
500870,1175,E,42ND,PL,90011,5/24/2013,,GENERAL,,O,34.0068,-118.25471
500871,3803,S,VIA DOLCE,,90292,5/24/2013,,GENERAL,,O,33.97671,-118.461
500939,242,W,87TH,PL,90003,5/29/2013,,CNAP,,O,33.95781,-118.27743
500941,13200,W,WENTWORTH,ST,91331,5/29/2013,,GENERAL,,O,34.23051,-118.42
501116,1662,W,51ST,PL,90062,5/29/2013,,GENERAL,,O,33.99587,-118.3067
500867,156,W,71ST,ST,90003,5/24/2013,,GENERAL,,O,33.97548,-118.27599
501123,14234,W,WEDDINGTON,ST,91401,5/30/2013,,CNAP,,O,34.16655,-118.44328
501166,2424,S,4TH,AVE,90018,5/30/2013,,GENERAL,,O,34.03462,-118.32103
501174,23341,W,BALMORAL,LANE,91307,5/30/2013,,GENERAL,,O,34.19933,-118.63478
501441,6715,S,MCKINLEY,AVE,90001,6/5/2013,,GENERAL,,O,33.9787,-118.26153
501189,110,E,WATERVIEW,ST,90293,5/30/2013,,GENERAL,,O,33.95266,-118.44659
501191,512,E,VICTORIA,AVE,90291,5/30/2013,,GENERAL,,O,33.98831,-118.4592
501209,939,N,VREELAND,AVE,90744,5/31/2013,,VEIP,,O,33.78368,-118.23916
501247,7519,S,WESTERN,AVE,90047,6/1/2013,,VEIP,,O,33.97124,-118.30915
501260,12003,S,FIGUEROA,ST,90044,6/3/2013,,VEIP,,O,33.92342,-118.28288
501265,8820,N,AMBOY,AVE,91352,6/3/2013,,GENERAL,,O,34.22927,-118.39778
501278,8430,N,LEHIGH,AVE,91352,6/3/2013,,GENERAL,,O,34.22376,-118.36738
501301,11425,S,MAIN,ST,90061,6/4/2013,,GENERAL,,O,33.93027,-118.27403
501310,5555,W,BODEN,ST,90016,6/4/2013,,GENERAL,,O,34.02805,-118.36774
501326,20934,W,SHERMAN,WAY,91303,6/4/2013,,VEIP,,O,34.20086,-118.58976
501330,3122,E,ISABEL,DR,90065,6/4/2013,,GENERAL,,O,34.10376,-118.23234
501117,3235,N,DURAND,DR,90068,5/29/2013,,GENERAL,,O,34.12749,-118.3232
635339,838,N,CRESTHAVEN,DR,90042,7/10/2014,,GENERAL,,O,34.12218,-118.17807
637099,2921,N,GLENDOWER,AVE,90027,7/14/2014,,GENERAL,,O,34.11557,-118.29882
643790,17845,W,AVENIDA PUERTO VALLA,,91316,7/21/2014,,GENERAL,,O,34.14697,-118.52236
644844,4543,N,ESTRONDO,DR,91436,7/23/2014,,GENERAL,,O,34.15354,-118.50096
645046,3956,N,ARCHDALE,ROAD,91436,7/23/2014,,GENERAL,,O,34.14194,-118.47677
501446,6622,N,FARRALONE,AVE,91303,6/5/2013,2/5/2015,GENERAL,610,O,34.19074,-118.61008
501442,470,S,CAMULOS,ST,90033,6/5/2013,,GENERAL,,O,34.03634,-118.20741
501629,1101,S,GRAMERCY,PL,90019,6/6/2013,,GENERAL,,O,34.05061,-118.31346
501710,918,E,92ND,ST,90002,6/7/2013,,GENERAL,,O,33.95278,-118.25793
501579,951,S,WESTCHESTER,PL,90019,6/5/2013,,GENERAL,,O,34.05394,-118.31563
501587,415,E,LINNIE,CL,90291,6/5/2013,,GENERAL,,O,33.98501,-118.46618
501615,5957,W,BARTON,AVE,90038,6/6/2013,,CNAP,,O,34.08813,-118.32419
501617,12580,W,SATICOY,ST,91605,6/6/2013,,VEIP,,O,34.2075,-118.40783
501628,11942,W,NEENACH,ST,91352,6/6/2013,,GENERAL,,O,34.22799,-118.39274
501643,343,S,CHURCH,LANE,90049,6/6/2013,,GENERAL,,O,34.06763,-118.46267
501783,1837,E,ROBIDOUX,ST,90744,6/10/2013,,VEIP,,O,33.7889,-118.2395
501852,112,S,DACOTAH,ST,90063,6/10/2013,,GENERAL,,O,34.039,-118.20049
501856,18300,S,VERMONT,AVE,90248,6/10/2013,,VEIP,,O,33.86507,-118.29032
501898,2109,S,REDONDO,BLVD,90016,6/11/2013,,GENERAL,,O,34.03904,-118.35381
501885,7400,N,MOORCROFT,AVE,91303,6/11/2013,,GENERAL,,O,34.20478,-118.61102
443280,12643,N,SAN FERNANDO,ROAD,91342,1/26/2012,,VEIP,,O,34.29882,-118.45931
501609,10914,W,BELLAGIO,ROAD,90077,6/6/2013,,GENERAL,,O,34.07739,-118.45589
502311,11160,N,MONTGOMERY,AVE,91344,6/14/2013,,GENERAL,,O,34.27369,-118.48159
501911,3742,W,MARTIN LUTHER KING,BLVD,90008,6/11/2013,,CNAP,,O,34.01273,-118.33923
502378,860,W,58TH,ST,90037,6/17/2013,,GENERAL,,O,33.98958,-118.28916
501915,7707,N,WILKINSON,AVE,91605,6/11/2013,,GENERAL,,O,34.21047,-118.40435
502055,530,W,7TH,ST,90014,6/12/2013,,GENERAL,,O,34.04692,-118.25643
502131,9824,S,DEFIANCE,AVE,90002,6/12/2013,,PACE,,O,33.94679,-118.24516
502137,5561,W,HOMESIDE,AVE,90016,6/12/2013,,GENERAL,,O,34.0284,-118.36588
502145,1256,W,184TH,ST,90248,6/12/2013,,GENERAL,,O,33.86334,-118.2963
502282,17056,W,PARTHENIA,ST,91325,6/13/2013,,GENERAL,,O,,
502309,12576,N,SAN FERNANDO,ROAD,91342,6/14/2013,,GENERAL,,O,34.29837,-118.45713
502321,1259,N,WILMINGTON,BLVD,90744,6/14/2013,,GENERAL,,O,33.78821,-118.27503
502359,20001,W,VENTURA,BLVD,91367,6/17/2013,,GENERAL,,O,34.17208,-118.56841
502390,11305,S,HOOPER,AVE,90059,6/18/2013,,GENERAL,,O,33.93182,-118.25233
502393,7252,N,CLAIRE,AVE,91335,6/18/2013,,GENERAL,,O,34.20268,-118.55009
729255,7038,N,RUBIO,AVE,91406,7/25/2016,,GENERAL,,O,34.19861,-118.49538
729282,5028,W,MELROSE,AVE,90004,7/25/2016,,GENERAL,,O,34.08336,-118.31001
729287,1266,E,ADAMS,BLVD,90011,7/25/2016,,GENERAL,,O,34.0166,-118.25055
729290,20610,W,TIARA,ST,91367,7/25/2016,,GENERAL,,O,34.17695,-118.58215
502457,10533,W,COLEBROOK,ST,91040,6/18/2013,,GENERAL,,O,34.25313,-118.3587
502484,1262,E,27TH,ST,90011,6/18/2013,,GENERAL,,O,34.0158,-118.25117
502503,1330,S,MAGNOLIA,AVE,90006,6/18/2013,,GENERAL,,O,34.04635,-118.28624
502511,2835,S,PACIFIC,AVE,90731,6/18/2013,,GENERAL,,O,33.7181,-118.28812
502595,3539,S,SPEARING,AVE,90732,6/19/2013,,GENERAL,,O,33.7215,-118.32371
502750,23421,W,COVELLO,ST,91304,6/20/2013,,GENERAL,,O,34.20801,-118.64034
502754,10234,N,FLORALITA,AVE,91040,6/20/2013,,GENERAL,,O,34.25527,-118.31834
502764,650,N,NEPTUNE,AVE,90744,6/20/2013,,GENERAL,,O,33.77798,-118.26865
502806,4214,E,HATFIELD,PL,90032,6/21/2013,,GENERAL,,O,34.06658,-118.1935
502898,1246,E,42ND,PL,90011,6/21/2013,,GENERAL,,O,34.00652,-118.25275
502899,760,E,14TH,PL,90021,6/21/2013,,GENERAL,,O,34.03018,-118.25326
502919,6733,N,LANKERSHIM,BLVD,91606,6/24/2013,,VEIP,,O,34.19304,-118.38798
502987,9933,N,TAMARACK,AVE,91331,6/24/2013,,GENERAL,,O,34.25053,-118.41028
502989,10526,W,EDGELEY,PL,90024,6/24/2013,,GENERAL,,O,34.06951,-118.43619
503029,8526,N,HASKELL,AVE,91343,6/25/2013,,GENERAL,,O,34.22544,-118.47624
729303,1415,W,79TH,ST,90047,7/25/2016,,PACE,,O,33.96742,-118.30098
502594,16935,W,ESQUIRA,PL,91436,6/19/2013,,GENERAL,,O,34.15328,-118.50218
502756,4324,S,COMPTON,AVE,90011,6/20/2013,,GENERAL,,O,34.00513,-118.24721
503037,5230,N,TEESDALE,AVE,91607,6/25/2013,,GENERAL,,O,34.16579,-118.40825
503061,7345,N,MAYNARD,AVE,91307,6/25/2013,,GENERAL,,O,34.20396,-118.62234
503065,1820,S,VERMONT,AVE,90006,6/25/2013,,VEIP,,O,34.04067,-118.2914
503132,14233,W,TIARA,ST,91401,6/26/2013,,GENERAL,,O,34.17858,-118.44327
503186,11001,N,HASKELL,AVE,91344,6/26/2013,,CITATIONS,,O,34.27003,-118.47617
503187,11009,N,HASKELL,AVE,91344,6/26/2013,,CITATIONS,,O,34.27021,-118.47617
503304,1616,W,247TH,ST,90710,6/26/2013,,GENERAL,,O,33.80085,-118.30596
503361,8626,W,PICO,BLVD,90035,6/27/2013,,GENERAL,,O,34.05374,-118.37931
503529,5054,E,O'SULLIVAN,DR,90032,6/27/2013,,CNAP,,O,34.06792,-118.17269
503686,3436,N,LINDA VISTA,TER,90032,6/28/2013,,GENERAL,,O,34.08578,-118.17123
503731,1807,S,STANFORD,AVE,90021,6/28/2013,,CNAP,,O,34.02746,-118.25525
503570,14806,W,LANARK,ST,91402,6/27/2013,,GENERAL,,O,34.2178,-118.45559
503763,1261,W,56TH,ST,90037,6/28/2013,,GENERAL,,O,33.99166,-118.29809
503765,1215,W,58TH,ST,90037,6/28/2013,,GENERAL,,O,33.98998,-118.29647
729322,7738,W,JAYSEEL,ST,91042,7/25/2016,,GENERAL,,O,34.26542,-118.30154
503287,4514,W,GAINSBOROUGH,AVE,90027,6/26/2013,,GENERAL,,O,34.11265,-118.28894
503959,350,S,6TH,AVE,90291,7/1/2013,,GENERAL,,O,33.99792,-118.47065
504026,19160,W,SYLVAN,ST,91335,7/1/2013,,GENERAL,,O,34.18476,-118.55101
504101,18758,W,ROSCOE,BLVD,91324,7/1/2013,,CITATIONS,,O,34.22045,-118.54235
504143,7535,N,MELVIN,AVE,91335,7/1/2013,,GENERAL,,O,34.20739,-118.55969
504123,1015,S,GRAMERCY,DR,90019,7/1/2013,,GENERAL,,O,34.05209,-118.31235
504126,1716,S,5TH,AVE,90019,7/1/2013,,GENERAL,,O,34.04119,-118.32232
504149,1110,S,WINDSOR,BLVD,90019,7/1/2013,,GENERAL,,O,34.05349,-118.32637
729329,931,E,106TH,ST,90002,7/25/2016,,GENERAL,,O,33.94023,-118.25763
729330,10443,S,MARY,AVE,90002,7/25/2016,,GENERAL,,O,33.94131,-118.24984
729332,1423,E,110TH,ST,90059,7/25/2016,,GENERAL,,O,33.93592,-118.24945
729334,2055,W,84TH,ST,90047,7/25/2016,,PACE,,O,33.96282,-118.31525
729335,1859,W,84TH,ST,90047,7/25/2016,,PACE,,O,33.96282,-118.31091
729386,1907,W,41ST,ST,90062,7/25/2016,,GENERAL,,O,34.01001,-118.31411
504103,1028,E,CESAR E CHAVEZ,AVE,90033,7/1/2013,,GENERAL,,O,34.05375,-118.22494
729390,1830,W,CHICKASAW,AVE,90041,7/25/2016,,GENERAL,,O,34.13759,-118.20682
504157,200,S,SOTO,ST,90033,7/1/2013,,GENERAL,,O,34.04191,-118.21073
504167,125,W,73RD,ST,90003,7/1/2013,,GENERAL,,O,33.97383,-118.27493
504352,14132,W,VAN NUYS,BLVD,91331,7/3/2013,,GENERAL,,O,34.25195,-118.44114
504358,11802,W,MCDONALD,ST,90230,7/3/2013,,GENERAL,,O,33.99095,-118.40775
504417,5567,N,FIGUEROA,ST,90042,7/5/2013,,GENERAL,,O,34.10894,-118.19453
504418,650,S,SPRING,ST,90014,7/5/2013,,GENERAL,,O,,
504443,6718,S,ARLINGTON,AVE,90043,7/8/2013,,GENERAL,,O,33.97765,-118.31859
504788,2501,S,8TH,AVE,90018,7/9/2013,,GENERAL,,O,34.03418,-118.32617
504168,318,W,55TH,ST,90037,7/1/2013,,GENERAL,,O,33.99228,-118.27912
504350,1416,S,REDONDO,BLVD,90019,7/3/2013,,GENERAL,,O,34.04738,-118.34934
504421,1040,W,55TH,ST,90037,7/5/2013,,GENERAL,,O,33.99219,-118.29301
729391,12334,W,BURTON,ST,91605,7/25/2016,,GENERAL,,O,34.22064,-118.40234
