Case Number,Address House Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Zip,Date Case Generated,Date Case Closed,Case Type,Response Days,Status of Case,lat,long
716198,1820,N,HYPERION,AVE,90039,4/7/2016,,GENERAL,,O,34.09638,-118.27596
716209,1312,W,LINDA ROSA,AVE,90041,4/7/2016,,GENERAL,,O,34.13725,-118.19529
716218,230,N,CENTRE,ST,90731,4/7/2016,,PACE,,O,33.74477,-118.28336
716254,807,W,101ST,ST,90044,4/7/2016,,GENERAL,,O,33.94471,-118.28971
716306,7772,N,PEACHTREE,AVE,91402,4/7/2016,,GENERAL,,O,34.21177,-118.43216
716255,1126,S,ROSALIND,AVE,90023,4/7/2016,,GENERAL,,O,34.02658,-118.21204
716293,611,W,BATTERY,ST,90731,4/7/2016,,GENERAL,,O,33.75455,-118.29153
716294,1676,W,7TH,ST,90732,4/7/2016,,GENERAL,,O,33.73828,-118.31443
716296,13337,W,EUSTACE,ST,91331,4/7/2016,,GENERAL,,O,34.27773,-118.42375
716303,3631,W,62ND,ST,90043,4/7/2016,,GENERAL,,O,33.98368,-118.33643
716304,3912,N,MONTEREY,ROAD,90032,4/7/2016,,GENERAL,,O,34.09212,-118.18886
716311,3528,W,DAHLIA,AVE,90026,4/8/2016,,GENERAL,,O,34.09333,-118.274
716314,4889,N,LA MONTANA,CIR,91356,4/8/2016,,GENERAL,,O,34.15821,-118.54348
716315,4551,N,DEMPSEY,AVE,91436,4/8/2016,,GENERAL,,O,34.15401,-118.47597
716317,2831,S,WELLINGTON,ROAD,90016,4/8/2016,,GENERAL,,O,34.03009,-118.33857
716320,1526,E,41ST,ST,90011,4/8/2016,,GENERAL,,O,34.00839,-118.24675
716256,4689,N,EAGLE ROCK,BLVD,90041,4/7/2016,,GENERAL,,O,34.12994,-118.21707
716257,2551,W,COLORADO,BLVD,90041,4/7/2016,,GENERAL,,O,34.142,-118.22211
716299,4844,N,TOWNSEND,AVE,90041,4/7/2016,,GENERAL,,O,34.13423,-118.20136
716300,4436,E,CATO,ST,90032,4/7/2016,,GENERAL,,O,34.0806,-118.1899
716302,1634,W,COLORADO,BLVD,90041,4/7/2016,,GENERAL,,O,34.13926,-118.2022
738976,8037,S,DENROCK,AVE,90045,10/4/2016,,GENERAL,,O,33.96659,-118.40586
716357,955,S,ARDMORE,AVE,90006,4/11/2016,,GENERAL,,O,34.05399,-118.3022
716322,1244,E,34TH,ST,90011,4/8/2016,,GENERAL,,O,34.01271,-118.25298
716326,4245,W,62ND,ST,90043,4/8/2016,,GENERAL,,O,33.98362,-118.34995
716356,18541,W,MALDEN,ST,91324,4/11/2016,,GENERAL,,O,34.22562,-118.53757
716369,5328,N,TOPANGA CANYON,BLVD,91364,4/11/2016,,GENERAL,,O,34.16662,-118.60556
716371,9715,N,HADDON,AVE,91331,4/11/2016,,GENERAL,,O,34.24658,-118.41357
716374,1159,E,107TH,ST,90002,4/11/2016,,CITATIONS,,O,33.93934,-118.25465
716380,13956,W,ADDISON,ST,91423,4/11/2016,,GENERAL,,O,34.16116,-118.43763
716325,1204,N,STONE,ST,90063,4/8/2016,,GENERAL,,O,34.05281,-118.19391
738977,126,S,BEACHWOOD,DR,90004,10/4/2016,,GENERAL,,O,34.07289,-118.32206
738978,2337,S,CAMDEN,AVE,90064,10/4/2016,,GENERAL,,O,34.03874,-118.43421
738979,725,N,HARVARD,BLVD,90029,10/4/2016,,GENERAL,,O,34.0843,-118.30409
738981,108,S,BEACHWOOD,DR,90004,10/4/2016,,GENERAL,,O,34.07328,-118.32179
738982,4007,S,ADAIR,ST,90011,10/4/2016,,GENERAL,,O,34.01084,-118.26941
738984,1153,E,33RD,ST,90011,10/4/2016,,GENERAL,,O,34.01374,-118.25517
716390,871,S,LUCERNE,BLVD,90005,4/11/2016,,FRP,,O,34.05842,-118.3261
716391,7307,N,KELVIN,AVE,91306,4/11/2016,,FRP,,O,34.20296,-118.58641
716392,539,N,ST LOUIS,ST,90033,4/11/2016,,FRP,,O,34.04957,-118.21097
716393,13635,W,OSBORNE,ST,91331,4/11/2016,,FRP,,O,34.23907,-118.43055
716394,10636,N,WOODLEY,AVE,91344,4/11/2016,,FRP,,O,34.26342,-118.48459
716395,1012,W,PAPEETE,ST,90744,4/11/2016,,FRP,,O,33.78691,-118.27543
716396,225,W,89TH,ST,90003,4/11/2016,,FRP,,O,33.95562,-118.27697
716397,5439,S,9TH,AVE,90043,4/11/2016,,FRP,,O,33.99189,-118.32712
716398,7307,N,KELVIN,AVE,91306,4/11/2016,,FRP,,O,34.20296,-118.58641
716399,164,W,43RD,PL,90037,4/11/2016,,FRP,,O,34.00459,-118.27555
716400,5069,N,ESCOBEDO,DR,91364,4/11/2016,,FRP,,O,34.16245,-118.59232
716401,12511,W,ADDISON,ST,91607,4/11/2016,,FRP,,O,34.16135,-118.40597
716402,741,W,24TH,ST,90731,4/11/2016,,FRP,,O,33.72233,-118.29333
716403,17914,W,MAGNOLIA,BLVD,91316,4/11/2016,,FRP,,O,34.16521,-118.52329
716404,4160,N,SEPULVEDA,BLVD,91403,4/11/2016,,FRP,,O,34.1465,-118.47177
738985,13086,W,DESMOND,ST,91331,10/4/2016,,GENERAL,,O,34.28374,-118.41754
738986,13242,W,PIERCE,ST,91331,10/4/2016,,GENERAL,,O,34.26151,-118.42092
738987,12483,W,CLARETTA,ST,91331,10/4/2016,,GENERAL,,O,34.27944,-118.40579
738989,14623,W,KITTRIDGE,ST,91405,10/4/2016,,PACE,,O,34.19083,-118.45179
739014,9622,N,ARLETA,AVE,91331,10/4/2016,,GENERAL,,O,34.24465,-118.42851
739029,1333,N,CASIANO,ROAD,90049,10/4/2016,,GENERAL,,O,34.08669,-118.47247
739030,15226,W,KITTRIDGE,ST,91411,10/4/2016,,PACE,,O,34.19003,-118.46486
716405,10126,N,RESEDA,BLVD,91324,4/11/2016,,FRP,,O,34.25448,-118.53588
716406,2653,S,KENWOOD,AVE,90007,4/11/2016,,FRP,,O,34.0311,-118.29932
716414,4793,E,VALLEY,BLVD,90032,4/11/2016,,GENERAL,,O,34.06561,-118.18052
716407,21914,W,STRATHERN,ST,91304,4/11/2016,,FRP,,O,34.21537,-118.60452
716409,4750,E,YORK,BLVD,90042,4/11/2016,,FRP,,O,34.12225,-118.21197
716417,4965,E,HUNTINGTON,DR,90032,4/11/2016,,GENERAL,,O,34.08771,-118.17537
716420,711,S,HAMPTON,DR,90291,4/12/2016,,CITATIONS,,O,33.99387,-118.47459
716442,2405,W,AVENUE 33,,90065,4/12/2016,,GENERAL,,O,34.10983,-118.23399
716445,5022,E,YORK,BLVD,90042,4/12/2016,,GENERAL,,O,34.1212,-118.20615
716479,612,N,DETROIT,ST,90036,4/12/2016,,GENERAL,,O,34.08223,-118.34502
739094,11214,N,ACALA,AVE,91340,10/4/2016,,GENERAL,,O,34.27429,-118.44612
739095,432,S,HAMEL,ROAD,90048,10/4/2016,,GENERAL,,O,34.07115,-118.38151
739096,22742,W,BURBANK,BLVD,91367,10/4/2016,,GENERAL,,O,34.17177,-118.62266
739098,8126,N,JUMILLA,AVE,91306,10/4/2016,,GENERAL,,O,34.21756,-118.56325
739100,825,S,IROLO,ST,90005,10/4/2016,,GENERAL,,O,34.05704,-118.30102
716481,402,W,MUSEUM,DR,90065,4/12/2016,,GENERAL,,O,34.10252,-118.20844
716483,2085,W,29TH,ST,90018,4/12/2016,,GENERAL,,O,34.02925,-118.3116
716515,7833,N,SEPULVEDA,BLVD,91406,4/12/2016,,VEIP,,O,34.21295,-118.4664
716516,560,W,88TH,ST,90044,4/12/2016,,GENERAL,,O,33.95724,-118.28463
716521,672,W,19TH,ST,90731,4/12/2016,,GENERAL,,O,33.72709,-118.29176
716522,1919,S,PACIFIC,AVE,90731,4/12/2016,,GENERAL,,O,33.72647,-118.28819
716523,14333,W,VAN NUYS,BLVD,91331,4/12/2016,,FRP,,O,34.24882,-118.44614
716524,13131,W,GARBER,ST,91331,4/12/2016,,FRP,,O,34.25663,-118.41904
716528,9876,W,GLOUCESTER,DR,90210,4/13/2016,,GENERAL,,O,34.12759,-118.43384
716529,459,S,VERMONT,AVE,90020,4/13/2016,,GENERAL,,O,34.06566,-118.29185
739101,314,N,NEPTUNE,AVE,90744,10/4/2016,,GENERAL,,O,33.77285,-118.26824
739102,4108,W,SEA VIEW,DR,90065,10/4/2016,,GENERAL,,O,34.10872,-118.21474
739103,315,W,AVENUE 42,,90065,10/4/2016,,GENERAL,,O,34.09563,-118.21203
739104,336,N,PATTON,ST,90026,10/4/2016,,CNAP,,O,34.0661,-118.25853
739109,1440,W,88TH,ST,90047,10/4/2016,,PACE,,O,33.95811,-118.30179
716606,1584,W,OAK GROVE,PL,90041,4/13/2016,,CNAP,,O,34.13205,-118.20134
716607,8864,W,LOOKOUT MOUNTAIN,AVE,90046,4/13/2016,,GENERAL,,O,34.1071,-118.38507
716608,5013,N,ZELZAH,AVE,91316,4/13/2016,,GENERAL,,O,34.16042,-118.52306
716610,3821,S,6TH,AVE,90008,4/13/2016,,GENERAL,,O,34.01675,-118.32426
716640,17141,W,RAYEN,ST,91325,4/13/2016,,GENERAL,,O,34.23227,-118.50741
716643,5318,S,10TH,AVE,90043,4/13/2016,,GENERAL,,O,33.99438,-118.32799
716646,640,E,95TH,ST,90002,4/13/2016,,CNAP,,O,33.95011,-118.26373
716648,2825,S,CAROLINA,ST,90731,4/13/2016,,GENERAL,,O,33.71823,-118.2908
716649,3716,S,EMILY,ST,90731,4/13/2016,,GENERAL,,O,33.71234,-118.30191
716650,1375,W,PASEO DEL MAR,,90731,4/13/2016,,GENERAL,,O,33.71387,-118.309
716651,25110,S,BELLE PORTE,AVE,90710,4/13/2016,,GENERAL,,O,33.79639,-118.30094
716652,920,W,29TH,ST,90731,4/13/2016,,FRP,,O,33.7197,-118.29806
716653,5337,N,TOPEKA,DR,91356,4/13/2016,,FRP,,O,34.168,-118.54668
716654,1808,E,109TH,ST,90059,4/13/2016,,FRP,,O,33.93701,-118.24049
716655,880,W,1ST,ST,90012,4/13/2016,,FRP,,O,34.05728,-118.25174
716656,9617,W,HIGHLAND GORGE,DR,90210,4/13/2016,,FRP,,O,34.09607,-118.41559
716612,1025,W,53RD,ST,90037,4/13/2016,,GENERAL,,O,33.99424,-118.29256
716615,7419,N,JELLICO,AVE,91406,4/13/2016,,GENERAL,,O,34.20549,-118.51766
716657,4528,N,NOELINE,AVE,91436,4/13/2016,,FRP,,O,34.15294,-118.48931
716661,5126,E,RAPHAEL,ST,90042,4/14/2016,,GENERAL,,O,34.11398,-118.20466
716687,12225,W,TERRA BELLA,ST,91331,4/14/2016,,CNAP,,O,34.27198,-118.39974
716690,3742,N,STONE CANYON,AVE,91403,4/14/2016,,GENERAL,,O,34.13902,-118.45916
716691,2350,N,SILVER LAKE,BLVD,90039,4/14/2016,,GENERAL,,O,34.0998,-118.26074
716712,8601,N,SEPULVEDA,BLVD,91343,4/14/2016,,VEIP,,O,34.22662,-118.4679
716753,2256,S,WELLESLEY,AVE,90064,4/14/2016,,GENERAL,,O,34.02999,-118.45359
716754,903,N,LINDA FLORA,DR,90049,4/14/2016,,GENERAL,,O,34.08377,-118.46532
716756,4653,W,BEVERLY,BLVD,90004,4/14/2016,,CITATIONS,,O,34.07641,-118.31094
716762,825,N,TERRACE 49,,90042,4/14/2016,,GENERAL,,O,34.11323,-118.2097
716764,6018,E,TIPTON,WAY,90042,4/14/2016,,GENERAL,,O,34.1299,-118.18919
716767,537,W,16TH,ST,90731,4/14/2016,,FRP,,O,33.72958,-118.28884
716658,5940,S,SAN PEDRO,ST,90003,4/14/2016,,GENERAL,,O,33.98642,-118.26942
716685,3723,N,CARLOTA,BLVD,90031,4/14/2016,,GENERAL,,O,34.08871,-118.20932
716686,178,N,ALEXANDRIA,AVE,90004,4/14/2016,,GENERAL,,O,34.07498,-118.29827
716761,1669,S,ROOSEVELT,AVE,90006,4/14/2016,,GENERAL,,O,34.04309,-118.30196
739115,1416,W,88TH,ST,90047,10/4/2016,,PACE,,O,33.95812,-118.30098
739116,1412,W,88TH,ST,90047,10/4/2016,,PACE,,O,33.95812,-118.30084
739117,17150,W,GRESHAM,ST,91325,10/4/2016,,GENERAL,,O,34.23027,-118.5074
739119,9512,N,OBECK,AVE,91331,10/4/2016,,GENERAL,,O,34.24286,-118.43482
739120,638,E,111TH,ST,90059,10/4/2016,,GENERAL,,O,33.9347,-118.26373
739121,11238,W,EMELITA,ST,91601,10/4/2016,,GENERAL,,O,34.17652,-118.37604
716760,9141,S,MENLO,AVE,90044,4/14/2016,,CNAP,,O,33.95305,-118.29065
716768,13131,W,GARBER,ST,91331,4/14/2016,,FRP,,O,34.25663,-118.41904
716846,16334,W,COMMUNITY,ST,91343,4/15/2016,,GENERAL,,O,34.22341,-118.48874
716769,5870,S,LOS ANGELES,ST,90003,4/15/2016,,GENERAL,,O,33.98768,-118.27041
716770,5607,S,MAIN,ST,90037,4/15/2016,,GENERAL,,O,33.99127,-118.2741
716852,7645,N,BECK,AVE,91605,4/15/2016,,GENERAL,,O,34.20981,-118.38355
716853,1143,S,LA CIENEGA,BLVD,90035,4/15/2016,,GENERAL,,O,34.05573,-118.37638
716855,1012,S,SANTEE,ST,90015,4/15/2016,,GENERAL,,O,34.03856,-118.25516
716856,1016,S,TOWNE,AVE,90021,4/15/2016,,GENERAL,,O,34.03362,-118.24986
716858,1163,N,WILMINGTON,BLVD,90744,4/15/2016,,GENERAL,,O,33.78599,-118.27487
716868,1111,S,LA CIENEGA,BLVD,90035,4/15/2016,,GENERAL,,O,34.05669,-118.37637
716889,1559,W,68TH,ST,90047,4/15/2016,,FRP,,O,33.97791,-118.30437
716891,2379,N,EDGEWATER,TER,90039,4/16/2016,,GENERAL,,O,34.09954,-118.26034
716772,158,W,66TH,ST,90003,4/15/2016,,GENERAL,,O,33.97953,-118.27592
716774,5417,S,VERMONT,AVE,90037,4/15/2016,,GENERAL,,O,33.99266,-118.29166
716775,933,W,57TH,ST,90037,4/15/2016,,GENERAL,,O,33.99061,-118.29045
716894,3045,E,CESAR E CHAVEZ,AVE,90063,4/18/2016,,GENERAL,,O,34.04304,-118.19891
716896,1845,S,DALY,ST,90031,4/18/2016,,GENERAL,,O,34.06496,-118.21553
716907,4723,N,DUNAS,LANE,91356,4/18/2016,,GENERAL,,O,34.15517,-118.52983
716909,3650,E,OLYMPIC,BLVD,90023,4/18/2016,,GENERAL,,O,34.01861,-118.1992
716918,15857,W,HART,ST,91406,4/18/2016,,PACE,,O,34.19765,-118.47889
716978,22937,W,WYANDOTTE,ST,91307,4/18/2016,,GENERAL,,O,34.20278,-118.62687
716984,20917,S,NORMANDIE,AVE,90501,4/18/2016,,GENERAL,,O,33.83935,-118.29967
716977,1502,S,CRENSHAW,BLVD,90019,4/18/2016,,GENERAL,,O,34.0456,-118.32771
716981,7000,N,JUMILLA,AVE,91306,4/18/2016,,GENERAL,,O,34.19769,-118.56324
716897,3512,N,VERDUGO VISTA,TER,90065,4/18/2016,,GENERAL,,O,34.11843,-118.22102
716969,8727,N,CRANFORD,AVE,91352,4/18/2016,,CITATIONS,,O,34.22795,-118.40401
716979,1114,S,DACOTAH,ST,90023,4/18/2016,,GENERAL,,O,34.02572,-118.20916
739122,7448,N,FARMDALE,AVE,91605,10/4/2016,,GENERAL,,O,34.20616,-118.3811
739124,10842,W,ROSCOE,BLVD,91352,10/4/2016,,GENERAL,,O,34.22133,-118.36659
739126,10350,N,CLYBOURN,AVE,91040,10/4/2016,,GENERAL,,O,34.25805,-118.36983
739127,10430,N,CLYBOURN,AVE,91040,10/4/2016,,GENERAL,,O,34.2595,-118.37103
739129,1137,E,103RD,PL,90002,10/4/2016,,GENERAL,,O,33.9428,-118.25523
739131,11433,W,VANOWEN,ST,91605,10/4/2016,,CITATIONS,,O,34.19409,-118.38016
739148,812,N,LAVETA,TER,90026,10/4/2016,,CNAP,,O,34.07163,-118.25711
716991,1944,S,WELLINGTON,ROAD,90016,4/18/2016,,GENERAL,,O,34.03852,-118.33437
717023,7300,S,BROADWAY,,90003,4/19/2016,,GENERAL,,O,33.97352,-118.2781
717013,652,S,MATEO,ST,90021,4/18/2016,,GENERAL,,O,34.03639,-118.23236
717014,718,S,GLADYS,AVE,90021,4/18/2016,,GENERAL,,O,34.0381,-118.24422
717017,422,E,119TH,ST,90061,4/18/2016,,GENERAL,,O,33.92453,-118.26674
717018,7615,N,RESEDA,BLVD,91335,4/19/2016,,CNAP,,O,34.20898,-118.53626
717027,7119,N,BABCOCK,AVE,91605,4/19/2016,,GENERAL,,O,34.19986,-118.40747
717029,3860,S,GRAND VIEW,BLVD,90066,4/19/2016,,CITATIONS,,O,34.0035,-118.42997
717033,1334,N,RONAN,AVE,90744,4/19/2016,,GENERAL,,O,33.78963,-118.27268
717036,9325,N,SAN FERNANDO,ROAD,91352,4/19/2016,,GENERAL,,O,34.23819,-118.39287
717026,442,E,90TH,ST,90003,4/19/2016,,GENERAL,,O,33.95454,-118.26588
739150,321,N,BIXEL,ST,90026,10/4/2016,,CNAP,,O,34.06418,-118.25512
739152,12041,W,MAXWELLTON,ROAD,91604,10/4/2016,,GENERAL,,O,34.14096,-118.3956
739153,6600,W,DE LONGPRE,AVE,90028,10/4/2016,,GENERAL,,O,34.09602,-118.33333
739154,8524,N,WILBUR,AVE,91324,10/4/2016,,GENERAL,,O,34.22529,-118.54464
739156,2869,N,DURAND,DR,90068,10/4/2016,,GENERAL,,O,34.12067,-118.32447
739157,3964,W,TRACY,ST,90027,10/4/2016,,GENERAL,,O,34.10817,-118.27853
717039,2403,W,AVENUE 33,,90065,4/19/2016,,GENERAL,,O,34.1098,-118.23395
717040,12011,W,BRANFORD,ST,91331,4/19/2016,,GENERAL,,O,34.25461,-118.39468
717041,12129,W,BRANFORD,ST,91331,4/19/2016,,GENERAL,,O,34.2527,-118.39728
717042,13106,W,PAXTON,ST,91331,4/19/2016,,GENERAL,,O,34.27925,-118.41817
717043,150,S,VISTA,ST,90036,4/19/2016,,GENERAL,,O,34.07208,-118.35206
717044,7838,S,CROCKER,ST,90003,4/19/2016,,CNAP,,O,33.96768,-118.26829
717045,9110,N,VAN NUYS,BLVD,91402,4/19/2016,,GENERAL,,O,34.23602,-118.45005
717046,5701,S,LONG BEACH,AVE,90011,4/19/2016,,GENERAL,,O,,
717048,245,W,41ST,ST,90037,4/19/2016,,GENERAL,,O,34.00925,-118.27716
717049,662,E,43RD,ST,90011,4/19/2016,,GENERAL,,O,34.00559,-118.26401
717054,7810,S,WESTERN,AVE,90047,4/19/2016,,CNAP,,O,33.96868,-118.3088
717058,7301,S,MAIN,ST,90003,4/20/2016,,GENERAL,,O,33.97352,-118.27409
717059,7307,S,MAIN,ST,90003,4/20/2016,,GENERAL,,O,33.97348,-118.27409
717060,7313,S,MAIN,ST,90003,4/20/2016,,GENERAL,,O,33.97335,-118.27409
739158,761,S,LEGARY,PL,90732,10/4/2016,,GENERAL,,O,33.73647,-118.3161
739160,3405,S,KERCKHOFF,AVE,90731,10/4/2016,,GENERAL,,O,33.71317,-118.28991
739173,8707,S,GRAMERCY,PL,90047,10/4/2016,,PACE,,O,33.95876,-118.31405
739175,8706,S,GRAMERCY,PL,90047,10/4/2016,,PACE,,O,33.95875,-118.31379
717093,7437,N,VARIEL,AVE,91303,4/20/2016,,GENERAL,,O,34.20573,-118.59301
717131,6441,N,BALCOM,AVE,91335,4/20/2016,,GENERAL,,O,34.18801,-118.52073
717133,10440,W,WYTON,DR,90024,4/20/2016,,GENERAL,,O,34.07278,-118.43312
717135,3674,N,DIXIE CANYON,AVE,91423,4/20/2016,,GENERAL,,O,34.13833,-118.42394
717138,17408,W,ELKWOOD,ST,91325,4/20/2016,,GENERAL,,O,34.21268,-118.51206
717141,5623,N,KATHERINE,AVE,91401,4/20/2016,,GENERAL,,O,34.17279,-118.44339
717149,11015,S,MAIN,ST,90061,4/20/2016,,CNAP,,O,33.93517,-118.27403
717151,721,E,61ST,ST,90001,4/20/2016,,VEIP,,O,33.98452,-118.26142
717152,730,N,GULF,AVE,90744,4/20/2016,,GENERAL,,O,33.77886,-118.27264
717153,1221,W,254TH,ST,90710,4/20/2016,,GENERAL,,O,33.79386,-118.29831
717203,837,E,FLOWER,AVE,90291,4/20/2016,,CITATIONS,,O,34.00143,-118.46568
717140,550,S,KENMORE,AVE,90020,4/20/2016,,GENERAL,,O,34.06386,-118.29647
739177,8806,S,GRAMERCY,PL,90047,10/4/2016,,PACE,,O,33.95776,-118.31379
739260,8719,S,RUTHELEN,ST,90047,10/4/2016,,PACE,,O,33.95848,-118.31296
739261,8831,S,RUTHELEN,ST,90047,10/4/2016,,PACE,,O,33.95714,-118.31297
739302,836,E,41ST,ST,90011,10/4/2016,,GENERAL,,O,34.00911,-118.26093
739303,8817,S,GRAMERCY,PL,90047,10/4/2016,,PACE,,O,33.95751,-118.31404
739304,1755,S,INDUSTRIAL,WAY,90023,10/5/2016,,GENERAL,,O,34.01362,-118.20663
717206,1423,W,227TH,ST,90501,4/20/2016,,GENERAL,,O,33.82028,-118.30226
717209,1942,W,74TH,ST,90047,4/20/2016,,GENERAL,,O,33.97265,-118.31261
717210,1548,S,CENTRAL,AVE,90021,4/20/2016,,GENERAL,,O,34.0265,-118.2485
717212,1477,W,186TH,ST,90248,4/20/2016,,GENERAL,,O,33.86209,-118.30208
717214,5226,S,MANHATTAN,PL,90062,4/20/2016,,FRP,,O,33.99429,-118.31001
717218,10444,N,CANOGA,AVE,91311,4/21/2016,,GENERAL,,O,34.26036,-118.59714
717219,21025,W,LEMARSH,ST,91311,4/21/2016,,GENERAL,,O,34.25554,-118.59176
717220,12225,N,KRISTOPHER,PL,91326,4/21/2016,,GENERAL,,O,34.2944,-118.544
717221,20511,W,RODAX,ST,91306,4/21/2016,,GENERAL,,O,34.22398,-118.58018
717222,10610,N,LURLINE,AVE,91311,4/21/2016,,GENERAL,,O,34.26303,-118.58404
717314,2512,N,THOMAS,ST,90031,4/21/2016,,GENERAL,,O,34.07595,-118.20556
717236,927,S,CENTRE,ST,90731,4/21/2016,,PACE,,O,33.73547,-118.28368
739324,15435,W,RUNNYMEDE,ST,91406,10/5/2016,,PACE,,O,34.20583,-118.46965
739335,15357,W,VALERIO,ST,91406,10/5/2016,,PACE,,O,34.20492,-118.46824
739336,15405,W,VALERIO,ST,91406,10/5/2016,,PACE,,O,34.20492,-118.4684
739338,15411,W,VALERIO,ST,91406,10/5/2016,,PACE,,O,34.20492,-118.46878
739339,15503,W,VALERIO,ST,91406,10/5/2016,,PACE,,O,34.20492,-118.47093
739352,11343,W,UTOPIA,AVE,90230,10/5/2016,,GENERAL,,O,33.99683,-118.40519
739353,13701,N,ELDRIDGE,AVE,91342,10/5/2016,,GENERAL,,O,34.32086,-118.42866
717315,1312,S,ARAPAHOE,ST,90006,4/21/2016,,GENERAL,,O,34.04676,-118.28522
717317,3831,S,WELLAND,AVE,90008,4/21/2016,,GENERAL,,O,34.01644,-118.3262
739354,6836,W,ALTA LOMA,TER,90068,10/5/2016,,GENERAL,,O,34.10934,-118.33755
717319,1277,S,UNION,AVE,90015,4/21/2016,,GENERAL,,O,34.04511,-118.27691
717321,1045,S,UNION,AVE,90015,4/21/2016,,GENERAL,,O,34.04808,-118.27515
717322,11142,W,PEORIA,ST,91352,4/21/2016,,GENERAL,,O,34.24313,-118.37373
717323,4187,S,COMPTON,AVE,90011,4/21/2016,,GENERAL,,O,34.00672,-118.24762
739355,6344,N,SEPULVEDA,BLVD,91411,10/5/2016,,GENERAL,,O,34.18605,-118.46591
717325,750,E,SLAUSON,AVE,90001,4/21/2016,,VEIP,,O,33.98908,-118.26204
739359,2200,N,BOWMONT,DR,90210,10/5/2016,,GENERAL,,O,34.11171,-118.39883
739360,16243,W,KEELER,DR,91344,10/5/2016,,GENERAL,,O,34.28515,-118.48537
739362,10128,N,BABBITT,AVE,91325,10/5/2016,,GENERAL,,O,34.25501,-118.50982
739363,5050,N,SUNNYSLOPE,AVE,91423,10/5/2016,,GENERAL,,O,34.16267,-118.42673
739364,686,E,42ND,PL,90011,10/5/2016,,CITATIONS,,O,34.00649,-118.26364
739365,13848,W,ALMETZ,ST,91342,10/5/2016,,GENERAL,,O,34.32702,-118.43574
739368,1869,N,AVENUE 51,,90042,10/5/2016,,GENERAL,,O,34.12733,-118.20298
739369,20802,S,BRIGHTON,AVE,90501,10/5/2016,,CITATIONS,,O,33.84173,-118.30051
739370,191,W,VERNON,AVE,90037,10/5/2016,,CITATIONS,,O,34.00395,-118.27604
739371,5705,N,BEVIS,AVE,91411,10/5/2016,,GENERAL,,O,34.17419,-118.45646
739372,12321,W,CULVER,DR,90230,10/5/2016,,GENERAL,,O,33.98749,-118.41559
739373,9582,N,LAUREL CANYON,BLVD,91331,10/5/2016,,GENERAL,,O,34.24352,-118.41571
739374,13162,W,JUDD,ST,91331,10/5/2016,,GENERAL,,O,34.27151,-118.41998
739375,15216,W,MORRISON,ST,91403,10/5/2016,,GENERAL,,O,34.16019,-118.46453
739376,7445,N,LEESCOTT,AVE,91406,10/5/2016,,GENERAL,,O,34.20601,-118.50428
739377,1905,W,48TH,ST,90062,10/5/2016,,GENERAL,,O,34.00021,-118.31405
739378,1555,S,CLUB VIEW,DR,90024,10/5/2016,,GENERAL,,O,34.06265,-118.42118
739379,2950,N,PARTRIDGE,AVE,90039,10/5/2016,,CNAP,,O,34.10572,-118.24573
739381,655,E,FLORENCE,AVE,90001,10/5/2016,,GENERAL,,O,33.9749,-118.2637
717337,1632,W,227TH,ST,90501,4/21/2016,,GENERAL,,O,33.82007,-118.30752
739440,6824,N,TYRONE,AVE,91405,10/5/2016,,PACE,,O,34.19481,-118.44423
739443,6908,N,TYRONE,AVE,91405,10/5/2016,,PACE,,O,34.19608,-118.44422
739444,6918,N,TYRONE,AVE,91405,10/5/2016,,PACE,,O,34.19626,-118.44422
717387,387,W,15TH,ST,90731,4/21/2016,,GENERAL,,O,33.73046,-118.2854
739447,7034,N,TYRONE,AVE,91405,10/5/2016,,PACE,,O,34.19864,-118.44422
717388,467,W,38TH,ST,90731,4/21/2016,,GENERAL,,O,33.70952,-118.28757
717391,2818,S,NORMANDIE,AVE,90007,4/21/2016,,GENERAL,,O,34.02941,-118.30003
739448,7045,N,TYRONE,AVE,91405,10/5/2016,,PACE,,O,34.19885,-118.4445
739477,638,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95405,-118.28603
739478,624,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95406,-118.28563
739479,618,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95406,-118.28534
717393,395,N,MADRONO,LANE,90077,4/22/2016,,GENERAL,,O,34.0861,-118.43899
717394,7408,N,AMIGO,AVE,91335,4/22/2016,,GENERAL,,O,34.20509,-118.5381
717399,11323,W,VANOWEN,ST,91605,4/22/2016,,VEIP,,O,34.19408,-118.37767
717400,2111,N,THOMAS,ST,90031,4/22/2016,,GENERAL,,O,34.06945,-118.20525
739480,615,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95428,-118.28519
739481,607,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95428,-118.28489
739482,603,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95429,-118.2848
739483,561,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95428,-118.28466
739484,534,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95406,-118.2838
739485,529,W,91ST,ST,90044,10/5/2016,,PACE,,O,33.95429,-118.28364
739515,621,S,WESTERN,AVE,90005,10/5/2016,,GENERAL,,O,34.0628,-118.30928
739525,2619,N,RINCONIA,DR,90068,10/5/2016,,GENERAL,,O,34.1163,-118.32584
