Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
410242,20821,,S,NORMANDIE,AVE,,90501,3/17/2011,,054B197   103,CNAP,Harbor,,O,33.84116,-118.29941,2011
410381,22708,,W,MARLIN,PL,,91307,3/21/2011,,183B097   530,GENERAL,South Valley,,O,34.19673,-118.62145,2011
410408,1106,,E,11TH,ST,,90021,3/21/2011,,123A213   108,GENERAL,Central,,O,34.03178,-118.24699,2011
410418,11844,,W,JEFFERSON,BLVD,,90230,3/21/2011,,105B165   329,GENERAL,West Los Angeles,,O,33.98539,-118.40245,2011
410270,15758,,W,LEMARSH,ST,,91343,3/18/2011,11/17/2015,204B141   575,GENERAL,North Valley,1705,O,34.2554,-118.47586,2011
716776,1205,,W,57TH,ST,,90037,4/15/2016,,108B197  1090,GENERAL,South Los Angeles,,O,33.99106,-118.2962,2016
716777,155,,W,FLORENCE,AVE,,90003,4/15/2016,,102B201   817,GENERAL,South Los Angeles,,O,33.97485,-118.27595,2016
716850,7007,,S,AVALON,BLVD,,90003,4/15/2016,,102B205   601,GENERAL,South Los Angeles,,O,33.976,-118.2654,2016
719632,164,,W,81ST,ST,,90003,5/10/2016,,099B201   921,GENERAL,South Los Angeles,,O,33.96585,-118.27608,2016
410878,10720,,N,SHERMAN GROVE,AVE,,91040,3/23/2011,,207B189   597,GENERAL,North Valley,,O,34.26404,-118.3199,2011
410892,914,,E,109TH,PL,,90059,3/23/2011,,088-5A209 223,GENERAL,South Los Angeles,,O,33.93634,-118.25814,2011
410929,3522,,S,BURNSIDE,AVE,,90016,3/24/2011,,120B177  1026,GENERAL,South Los Angeles,,O,34.02268,-118.36249,2011
411133,2945,,S,ALMA,ST,,90731,3/25/2011,,009B197  1104,GENERAL,Harbor,,O,33.71883,-118.2994,2011
411194,4130,,S,DEL REY,AVE,,90292,3/29/2011,,108B153  1251,GENERAL,West Los Angeles,,O,33.98812,-118.44458,2011
411275,828,,W,IMPERIAL,HWY,,90044,3/30/2011,,087A199   257,GENERAL,South Los Angeles,,O,33.93082,-118.29039,2011
411279,24255,,S,SENATOR,AVE,,90710,3/30/2011,,039B197    56,GENERAL,Harbor,,O,33.80415,-118.30027,2011
411280,321,,E,COLDEN,AVE,,90003,3/30/2011,,093A205   112,GENERAL,South Los Angeles,,O,33.94933,-118.26872,2011
410591,1537,,S,ARLINGTON,AVE,,90019,3/22/2011,,126B189   178,GENERAL,South Los Angeles,,O,34.04428,-118.31789,2011
410912,4817,,W,18TH,ST,,90019,3/24/2011,,126B181   568,GENERAL,South Los Angeles,,O,34.04256,-118.34301,2011
410933,1206,,S,GRAMERCY,PL,,90019,3/24/2011,,129B193   950,GENERAL,Central,,O,34.04901,-118.31288,2011
719828,15830,,W,LEADWELL,ST,,91406,5/10/2016,,186B141   657,GENERAL,South Valley,,O,34.20379,-118.47798,2016
719829,17432,,W,HART,ST,,91406,5/10/2016,,183B129   584,GENERAL,South Valley,,O,34.19739,-118.51317,2016
725687,11862,,W,ART,ST,,91352,7/5/2016,,195B169    72,GENERAL,North Valley,,O,34.23389,-118.39097,2016
725688,9375,,N,HASKELL,AVE,,91343,7/5/2016,,198B141   283,GENERAL,North Valley,,O,34.24056,-118.47647,2016
725690,2560,,S,COTNER,AVE,,90064,7/5/2016,,123B153   448,GENERAL,West Los Angeles,,O,34.0333,-118.43372,2016
411589,9419,,N,BURNET,AVE,,91343,4/4/2011,,198B145   442,GENERAL,North Valley,,O,34.24136,-118.46348,2011
411780,7863,,N,WHITSETT,AVE,,91605,4/5/2011,,189B165   635,GENERAL,North Valley,,O,34.21385,-118.40542,2011
411544,15946,,W,VANOWEN,ST,,91406,3/31/2011,,180B141    56,GENERAL,South Valley,,O,34.1937,-118.48089,2011
411545,7117,,N,VALJEAN,AVE,,91406,3/31/2011,,183B137   108,GENERAL,South Valley,,O,34.19975,-118.48599,2011
411560,802,,N,NORMANDIE,AVE,,90029,4/1/2011,,141B197   284,GENERAL,Central,,O,34.08506,-118.30031,2011
411567,901,,N,NORMANDIE,AVE,,90029,4/1/2011,,141B193    95,GENERAL,Central,,O,34.08646,-118.30059,2011
411569,906,,N,NORMANDIE,AVE,,90029,4/1/2011,,141B197    31,GENERAL,Central,,O,34.08661,-118.30032,2011
411629,150,,W,55TH,ST,,90037,4/4/2011,,108B201   760,GENERAL,South Los Angeles,,O,33.99229,-118.27582,2011
411606,7251,,N,NESTLE,AVE,,91335,4/4/2011,9/17/2016,186B125   901,GENERAL,South Valley,1993,O,34.2028,-118.53072,2011
412232,15475,,W,DORIAN,ST,,91342,4/7/2011,,228B145   406,GENERAL,North Valley,,O,34.31856,-118.46846,2011
412244,801,,E,4TH,PL,,90013,4/7/2011,,127-5A215  94,GENERAL,Central,,O,34.04459,-118.23646,2011
413405,361,,E,69TH,ST,,90003,4/13/2011,,102B205   327,GENERAL,South Los Angeles,,O,33.9771,-118.26739,2011
412406,12136,,W,KESWICK,ST,,91605,4/7/2011,,186B165    35,CNAP,North Valley,,O,34.21018,-118.39796,2011
413410,407,,E,70TH,ST,,90003,4/13/2011,,102B205   478,CITATIONS,South Los Angeles,,O,33.97627,-118.26713,2011
412437,2647,2-Jan,E,THORPE,AVE,,90065,4/8/2011,,145-5A219 323,GENERAL,East Los Angeles,,O,34.09191,-118.22636,2011
412475,18643,,W,RUNNYMEDE,ST,,91335,4/11/2011,7/14/2014,186B121   510,GENERAL,South Valley,1190,O,34.20576,-118.53989,2011
725693,15710,,W,LARKSPUR,ST,,91342,7/5/2016,,222B141   123,GENERAL,North Valley,,O,34.30679,-118.4732,2016
725697,14872,,W,LARKSPUR,ST,,91342,7/5/2016,,228B149   170,GENERAL,North Valley,,O,34.32195,-118.45633,2016
725698,13835,,N,DRONFIELD,PL,,91342,7/5/2016,,228B149    89,GENERAL,North Valley,,O,34.32259,-118.45761,2016
725699,13773,,W,ORO GRANDE,ST,,91342,7/5/2016,,228B153   556,GENERAL,North Valley,,O,34.31792,-118.43356,2016
725703,5630,,N,GENTRY,AVE,,91607,7/5/2016,,174B165   643,GENERAL,South Valley,,O,34.17316,-118.39309,2016
725704,6324,,N,KLUMP,AVE,,91606,7/5/2016,,177B173    40,GENERAL,South Valley,,O,34.18568,-118.37564,2016
413593,1633,,S,ABBOT KINNEY,BLVD,,90291,4/18/2011,,108B145  1569,CITATIONS,West Los Angeles,,O,33.98964,-118.46313,2011
413650,4007,,E,YORK,BLVD,,90065,4/18/2011,,157-5A217 235,CITATIONS,East Los Angeles,,O,34.12533,-118.23032,2011
413726,5810,,N,RIVERTON,AVE,,91601,4/19/2011,,174B177   126,GENERAL,South Valley,,O,34.17603,-118.3658,2011
413735,17504,,W,COLLINS,ST,,91316,4/19/2011,,174B129   617,GENERAL,South Valley,,O,34.17371,-118.51441,2011
413768,314,,W,94TH,ST,,90003,4/19/2011,,094-5A203 439,GENERAL,South Los Angeles,,O,33.95092,-118.27915,2011
414079,4371,,N,WINNETKA,AVE,,91364,4/20/2011,,165B113   114,GENERAL,South Valley,,O,34.14997,-118.57191,2011
414193,12724,,W,WEIDNER,ST,,91331,4/20/2011,,213B161   343,GENERAL,North Valley,,O,34.28195,-118.41019,2011
413664,17424,,W,SHERMAN,WAY,,91406,4/18/2011,,183B129   173,GENERAL,South Valley,,O,34.20088,-118.51285,2011
725707,11340,,W,SHELDON,ST,,91352,7/5/2016,,201B173    93,GENERAL,North Valley,,O,34.25079,-118.37783,2016
725708,7041,,W,FLORAMORGAN,TR,,91042,7/5/2016,,201A201   360,GENERAL,North Valley,,O,34.24504,-118.28495,2016
522189,16110,,W,SANDY,LANE,,91436,11/8/2013,,159B141   295,GENERAL,South Valley,,O,34.13277,-118.48437,2013
522539,16780,,W,OAK VIEW,DR,,91436,11/13/2013,,168B137   476,GENERAL,South Valley,,O,34.15607,-118.49838,2013
522643,6532,,W,CERRITOS,PL,,90068,11/13/2013,,150A187    40,GENERAL,Central,,O,34.1072,-118.33188,2013
527288,4397,,N,TUJUNGA,AVE,,91604,12/16/2013,,165B173   390,CITATIONS,South Valley,,O,34.15006,-118.37917,2013
414672,4967,,W,FIR,ST,,90016,4/21/2011,,123B181  1609,GENERAL,South Los Angeles,,O,34.02945,-118.35157,2011
414973,1150,,N,STONE,ST,,90063,4/25/2011,9/28/2015,130-5A229 101,GENERAL,East Los Angeles,1617,O,34.052,-118.19352,2011
415114,1157,,N,NORMANDIE,AVE,,90029,4/26/2011,,144B193   503,GENERAL,Central,,O,34.09219,-118.30063,2011
415038,914,,E,INDIANA,AVE,,90291,4/25/2011,,111B145   871,GENERAL,West Los Angeles,,O,33.99966,-118.46319,2011
415050,3224,,S,MAPLEWOOD,AVE,,90066,4/25/2011,,114B149   238,GENERAL,West Los Angeles,,O,34.01068,-118.45208,2011
415122,1188,,N,NORMANDIE,AVE,,90029,4/26/2011,,144B197   332,GENERAL,Central,,O,34.09324,-118.30036,2011
415135,3117,,E,2ND,ST,,90063,4/26/2011,,126A227    78,GENERAL,East Los Angeles,,O,34.03784,-118.20064,2011
415339,2348,,S,BOONE,AVE,,90291,4/27/2011,,105B149   383,GENERAL,West Los Angeles,,O,33.98659,-118.45855,2011
415692,1807,,S,KINGSLEY,DR,,90006,4/28/2011,,126B193   707,GENERAL,South Los Angeles,,O,34.04107,-118.30351,2011
415648,8511,,S,VERMONT,AVE,,90044,4/27/2011,,097-5A199 225,GENERAL,South Los Angeles,,O,33.96057,-118.292,2011
415751,1537,,E,53RD,ST,,90011,4/28/2011,,108B213   136,CNAP,South Los Angeles,,O,33.99493,-118.24636,2011
415757,1267,,S,MULLEN,AVE,,90019,4/28/2011,,129B185   663,GENERAL,Central,,O,34.05015,-118.33536,2011
725714,7728,,W,HILLROSE,ST,,91042,7/5/2016,,207A195   115,GENERAL,North Valley,,O,34.26316,-118.30128,2016
415471,5000,,E,EATON,ST,,90042,4/27/2011,,157-5A225  97,GENERAL,East Los Angeles,,O,34.12657,-118.20538,2011
415628,500,,N,MISSION,ROAD,,90033,4/27/2011,,132A219   138,GENERAL,East Los Angeles,,O,34.05436,-118.22522,2011
415775,1126,,S,ELECTRIC,AVE,,90291,4/28/2011,,108B145   969,GENERAL,West Los Angeles,,O,33.99218,-118.46956,2011
416577,207,,E,68TH,ST,,90003,5/5/2011,,102B205   218,GENERAL,South Los Angeles,,O,33.97799,-118.27155,2011
416222,3303,2-Jan,E,HUNTER,ST,,90023,5/3/2011,,120A225   353,GENERAL,East Los Angeles,,O,34.02093,-118.20767,2011
416223,1044,,S,EUCLID,AVE,,90023,5/3/2011,,121-5A223 109,GENERAL,East Los Angeles,,O,34.02734,-118.20931,2011
416345,938,,W,46TH,ST,,90037,5/4/2011,,111B197   423,GENERAL,South Los Angeles,,O,34.00154,-118.28987,2011
725720,13075,,W,VICTORY,BLVD,,91606,7/5/2016,,180B161   790,GENERAL,South Valley,,O,34.18684,-118.41708,2016
725722,6319,,N,RANCHITO,AVE,,91401,7/5/2016,,177B153    84,GENERAL,South Valley,,O,34.18532,-118.43574,2016
416543,14137,,S,AINSWORTH,ST,,90247,5/4/2011,,075B197   192,GENERAL,Harbor,,O,33.90284,-118.28999,2011
725723,11147,,W,LA MAIDA,ST,,91601,7/5/2016,,168B173   269,GENERAL,South Valley,,O,34.15885,-118.37383,2016
725727,12314,,W,HAMMACK,ST,,90230,7/6/2016,,105B161   612,GENERAL,West Los Angeles,,O,33.98445,-118.41182,2016
724820,11330,,N,MONTGOMERY,AVE,,91344,6/27/2016,,213B141   443,GENERAL,North Valley,,O,34.27635,-118.48223,2016
725729,1520,,N,SIERRA BONITA,AVE,,90046,7/6/2016,,147B177   885,GENERAL,Central,,O,34.09869,-118.35379,2016
416784,1018,,E,49TH,ST,,90011,5/5/2011,,111A209   130,GENERAL,South Los Angeles,,O,33.99918,-118.25781,2011
725731,14285,,W,HUBBARD,ST,,91342,7/6/2016,,219B153   361,GENERAL,North Valley,,O,34.2952,-118.44432,2016
417470,6522,,W,OLCOTT,ST,,91042,5/9/2011,,202-5A203 223,GENERAL,North Valley,,O,34.24938,-118.27427,2011
725733,15433,,W,ROXFORD,ST,,91342,7/6/2016,,225B145   143,GENERAL,North Valley,,O,34.31497,-118.46776,2016
417486,1427,,S,ABBOT KINNEY,BLVD,,90291,5/9/2011,,108B145  1359,CITATIONS,West Los Angeles,,O,33.99051,-118.46504,2011
417670,9606,,S,EVERS,AVE,,90002,5/10/2011,,093A213   297,GENERAL,South Los Angeles,,O,33.94877,-118.24702,2011
417693,5233,,N,CALATRANA,DR,,91364,5/11/2011,,171B105   658,GENERAL,South Valley,,O,34.16429,-118.60369,2011
417801,335,,N,SOTO,ST,,90033,5/11/2011,,129A225   173,GENERAL,East Los Angeles,,O,34.04777,-118.20742,2011
418301,1718,,E,113TH,ST,,90059,5/12/2011,,087A213   315,GENERAL,South Los Angeles,,O,33.93195,-118.24291,2011
418305,1602,,N,LAGOON,AVE,,90744,5/12/2011,,036B205   486,GENERAL,Harbor,,O,33.79534,-118.2681,2011
418310,14774,,W,ARARAT,ST,,91342,5/16/2011,,228B149   169,GENERAL,North Valley,,O,34.322,-118.45455,2011
418365,667,,N,WILTON,PL,,90004,5/16/2011,,141B189   404,GENERAL,Central,,O,34.08305,-118.31367,2011
418443,4412,,N,CANOGA,AVE,,91364,5/16/2011,,166-5A107 204,GENERAL,South Valley,,O,34.14973,-118.59533,2011
725734,13355,,W,HARDING,ST,,91340,7/6/2016,,219B157    77,GENERAL,North Valley,,O,34.30034,-118.42495,2016
725736,13194,,W,FERNMONT,ST,,91342,7/6/2016,,222B157   257,GENERAL,North Valley,,O,34.30547,-118.42064,2016
725738,13075,,N,KISMET,AVE,,91342,7/6/2016,,222B161   134,GENERAL,North Valley,,O,34.30766,-118.41753,2016
418366,1327,,N,LA BREA,AVE,,90046,5/16/2011,,147B181  1112,GENERAL,Central,,O,34.09522,-118.34427,2011
418444,4423,,N,DEANWOOD,DR,,91364,5/16/2011,,165B113   115,GENERAL,South Valley,,O,34.14992,-118.57457,2011
418810,68,,E,NORTH VENICE,BLVD,,90291,5/19/2011,,106-5A145 455,GENERAL,West Los Angeles,,O,33.98485,-118.47018,2011
418732,5662,,W,AIRDROME,ST,,90019,5/18/2011,,126B177   223,GENERAL,Central,,O,34.04465,-118.3639,2011
418740,672,,E,53RD,ST,,90011,5/19/2011,,108B205   391,GENERAL,South Los Angeles,,O,33.99404,-118.26344,2011
418825,1249,,S,OGDEN,DR,,90019,5/19/2011,,129B177    88,GENERAL,Central,,O,34.05342,-118.36368,2011
419286,11151,,W,BLIX,ST,,91602,5/24/2011,,168B173   571,GENERAL,South Valley,,O,34.1567,-118.37405,2011
419405,5757,,N,LANKERSHIM,BLVD,,91601,5/25/2011,,174B169   366,GENERAL,South Valley,,O,34.17541,-118.3812,2011
419407,4001,,W,6TH,ST,,90020,5/25/2011,,135B193   869,GENERAL,Central,,O,34.06364,-118.31057,2011
419546,2619,,S,ORCHARD,AVE,,90007,5/25/2011,,123B197  1006,GENERAL,South Los Angeles,,O,34.03202,-118.28758,2011
419601,8414,,N,CORBIN,AVE,,91324,5/26/2011,2/4/2013,192B117   478,GENERAL,North Valley,620,O,34.22281,-118.56211,2011
419662,2014,,E,111TH,ST,,90059,5/26/2011,,087A215    20,CNAP,South Los Angeles,,O,33.93413,-118.23586,2011
725745,1807,,S,FAIRFAX,AVE,,90035,7/6/2016,,126B173   401,GENERAL,South Los Angeles,,O,34.04286,-118.36947,2016
725750,5136,,N,ETIWANDA,AVE,,91356,7/6/2016,,171B125   581,GENERAL,South Valley,,O,34.16393,-118.53076,2016
418487,1749,,N,LA BREA,AVE,,90046,5/17/2011,,147B181    45,GENERAL,Central,,O,34.10299,-118.34607,2011
419241,11554,,W,OHIO,AVE,,90025,5/23/2011,,129B149   562,GENERAL,West Los Angeles,,O,34.0459,-118.4539,2011
725753,24106,,W,WELBY,WAY,,91307,7/6/2016,,180B089    97,GENERAL,South Valley,,O,34.19303,-118.65069,2016
419855,7987,,W,DENIVELLE,ROAD,,91040,5/31/2011,,210B193   132,GENERAL,North Valley,,O,34.27343,-118.30695,2011
420063,1135,,S,MAPLE,AVE,,90015,6/2/2011,,124-5A209  82,GENERAL,Central,,O,34.03635,-118.25594,2011
420320,18054,,W,VALLEY VISTA,BLVD,,91316,6/6/2011,,168B125   277,CNAP,South Valley,,O,34.15824,-118.5267,2011
420481,2159,,W,MCRAE,DR,,90732,6/7/2011,,012B189   376,GENERAL,Harbor,,O,33.72695,-118.32274,2011
420868,11150,,W,VENTURA,BLVD,,91604,6/9/2011,,162B173   333,CNAP,South Valley,,O,34.1416,-118.37367,2011
420916,3037,,S,11TH,AVE,,90018,6/9/2011,,120B185   649,GENERAL,South Los Angeles,,O,34.02654,-118.32943,2011
420921,4831,,W,JEFFERSON,BLVD,,90016,6/9/2011,,120B181   730,GENERAL,South Los Angeles,,O,34.02568,-118.34968,2011
420932,2758,,S,REDONDO,BLVD,,90016,6/9/2011,,120B177   163,GENERAL,South Los Angeles,,O,34.02853,-118.35777,2011
725760,2022,,W,78TH,PL,,90047,7/6/2016,,099B189   449,PACE,South Los Angeles,,O,33.96807,-118.31415,2016
421178,10145,,N,RESEDA,BLVD,,91324,6/14/2011,,204B125   215,GENERAL,North Valley,,O,34.25527,-118.53648,2011
421275,3700,,W,WILSHIRE,BLVD,,90010,6/15/2011,,132B193    66,GENERAL,Central,,O,34.06147,-118.30682,2011
421222,3620,,S,2ND,AVE,,90018,6/15/2011,,120B189  1362,GENERAL,South Los Angeles,,O,34.02216,-118.31877,2011
421526,348,,S,BENTEL,AVE,,90049,6/16/2011,,129B137   380,GENERAL,West Los Angeles,,O,34.05011,-118.49211,2011
421618,13432,,S,ESTRELLA,AVE,,90248,6/20/2011,,078B201    86,GENERAL,Harbor,,O,33.9097,-118.28595,2011
421619,13416,,S,ESTRELLA,AVE,,90248,6/20/2011,,078B201    83,GENERAL,Harbor,,O,33.91012,-118.28596,2011
421666,10555,,N,HILLHAVEN,AVE,,91042,6/21/2011,,207B197  1201,CNAP,North Valley,,O,34.26109,-118.29033,2011
421895,6834,,N,WYSTONE,AVE,,91335,6/22/2011,,183B121   983,CITATIONS,South Valley,,O,34.19497,-118.54687,2011
422274,1542,,W,51ST,PL,,90062,6/23/2011,,108B193    69,GENERAL,South Los Angeles,,O,33.99586,-118.30396,2011
422391,3951,,S,EAST,BLVD,,90066,6/27/2011,,114B157  1420,GENERAL,West Los Angeles,,O,34.00504,-118.42384,2011
422392,22921,,S,LOCKNESS,AVE,,90501,6/27/2011,,045B193   497,GENERAL,Harbor,,O,33.81659,-118.30474,2011
422558,10911,,W,VICTORY,BLVD,,91606,6/28/2011,,180B173   799,GENERAL,South Valley,,O,34.18687,-118.36862,2011
422668,2617,,S,BURNSIDE,AVE,,90016,6/29/2011,,123B177  1089,GENERAL,South Los Angeles,,O,34.03189,-118.36084,2011
422677,4701,,W,JEFFERSON,BLVD,,90016,6/29/2011,,120B181   718,GENERAL,South Los Angeles,,O,34.02568,-118.34737,2011
423016,11600,,W,HAYNES,ST,,91606,6/30/2011,,180B169   762,GENERAL,South Valley,,O,34.18931,-118.38459,2011
423030,1716,,N,MAIN,ST,,90291,6/30/2011,,106-5A145  54,GENERAL,West Los Angeles,,O,33.98758,-118.47056,2011
423142,10557,,N,HILLHAVEN,AVE,,91042,7/5/2011,,207B197  1201,CNAP,North Valley,,O,34.26112,-118.29033,2011
423154,250,,N,WEST CHANNEL,ROAD,,90402,7/5/2011,,123B129   876,GENERAL,West Los Angeles,,O,34.03008,-118.51636,2011
422338,7600,,W,HOLLYWOOD,BLVD,,90046,6/27/2011,,147B177   389,GENERAL,Central,,O,34.10148,-118.35522,2011
423277,435,,N,LA BREA,AVE,,90036,7/6/2011,,141B181  1376,GENERAL,Central,,O,34.07917,-118.34423,2011
423290,8671,,W,WONDERLAND,AVE,,90046,7/6/2011,,153B169   793,GENERAL,West Los Angeles,,O,34.11302,-118.38429,2011
423298,17169,,W,CITRONIA,ST,,91325,7/6/2011,,201B133   472,GENERAL,North Valley,,O,34.24586,-118.50814,2011
423312,17020,,W,HARTLAND,ST,,91406,7/7/2011,,183B133   907,CNAP,South Valley,,O,34.19474,-118.50406,2011
423349,8956,,W,25TH,ST,,90034,7/7/2011,,126B169  1257,GENERAL,South Los Angeles,,O,34.03872,-118.3873,2011
423354,239,,N,KENTER,AVE,,90049,7/7/2011,,132B141    17,GENERAL,West Los Angeles,,O,34.06198,-118.48141,2011
423421,10038,,N,KESTER,AVE,,91345,7/8/2011,,204B149   467,GENERAL,North Valley,,O,34.25297,-118.45634,2011
423641,4660,,W,ADAMS,BLVD,,90016,7/11/2011,,123B181  1029,GENERAL,South Los Angeles,,O,34.03239,-118.34212,2011
423650,4521,,W,JEFFERSON,BLVD,,90016,7/11/2011,,120B181   712,GENERAL,South Los Angeles,,O,34.02568,-118.34577,2011
423656,1520,,S,SPENCE,ST,,90023,7/11/2011,,117A225   184,GENERAL,East Los Angeles,,O,34.01532,-118.20263,2011
423678,833,,W,6TH,ST,,90731,7/11/2011,,015B197   346,GENERAL,Harbor,,O,33.73867,-118.29532,2011
423679,1925,,S,COLBY,AVE,,90025,7/11/2011,,126B149   937,GENERAL,West Los Angeles,,O,34.03958,-118.4483,2011
725805,14347,,W,OSBORNE,ST,,91402,7/6/2016,,195B153   252,PACE,North Valley,,O,34.23328,-118.44533,2016
725856,13654,,W,BASSETT,ST,,91405,7/6/2016,,183B157   761,GENERAL,South Valley,,O,34.19567,-118.43078,2016
725858,7090,,W,HIGHCLIFF,TR,,91042,7/6/2016,,201A201   346,GENERAL,North Valley,,O,34.24513,-118.28538,2016
423333,1231,,N,SEWARD,ST,,90038,7/7/2011,,144B185   282,GENERAL,Central,,O,34.09345,-118.33332,2011
423900,14826,,W,GREENLEAF,ST,,91403,7/12/2011,,166-5A149 168,GENERAL,South Valley,,O,34.14947,-118.4565,2011
423933,11060,,W,FRUITLAND,DR,,91604,7/13/2011,,162B173   581,GENERAL,South Valley,,O,34.13989,-118.3719,2011
424257,651,,W,FLORENCE,AVE,,90044,7/19/2011,,102B201   845,GENERAL,South Los Angeles,,O,33.97487,-118.28525,2011
424277,5117,,S,COMPTON,AVE,,90011,7/19/2011,,111A211   472,GENERAL,South Los Angeles,,O,33.99621,-118.24792,2011
424378,6437,,N,GEYSER,AVE,,91335,7/20/2011,,180B121   462,GENERAL,South Valley,,O,34.18788,-118.54227,2011
424385,316,,N,AVENUE 50,,,90042,7/20/2011,,151-5A225 441,GENERAL,East Los Angeles,,O,34.10741,-118.20408,2011
424386,4616,,S,VAN NESS,AVE,,90062,7/20/2011,,111B189   689,GENERAL,South Los Angeles,,O,34.0013,-118.31696,2011
424216,329,,E,85TH,ST,,90003,7/19/2011,,097-5A205 207,GENERAL,South Los Angeles,,O,33.96113,-118.26846,2011
424241,7531,,N,AQUEDUCT,AVE,,91406,7/19/2011,,186B141   149,GENERAL,South Valley,,O,34.20761,-118.47391,2011
424278,216,,E,64TH,ST,,90003,7/19/2011,,105B205  1092,GENERAL,South Los Angeles,,O,33.9814,-118.27101,2011
725859,7046,,W,HIGHCLIFF,TR,,91042,7/6/2016,,201A201   327,GENERAL,North Valley,,O,34.24541,-118.28492,2016
725860,7039,,W,FLORAMORGAN,TR,,91042,7/6/2016,,201A201   353,GENERAL,North Valley,,O,34.24513,-118.28493,2016
725863,8501,,W,PICKFORD,ST,,90035,7/6/2016,,129B173   838,GENERAL,Central,,O,34.04921,-118.37656,2016
725864,5877,,S,BROADWAY,,,90003,7/6/2016,,105B201    86,GENERAL,South Los Angeles,,O,33.98751,-118.27849,2016
725890,11110,,W,HARTSOOK,ST,,91601,7/6/2016,,171B173   788,CNAP,South Valley,,O,34.16384,-118.37284,2016
424086,5387,,E,POPLAR,BLVD,,90032,7/14/2011,,144A237    82,GENERAL,East Los Angeles,,O,34.08998,-118.16375,2011
424089,5040,,N,EAGLE ROCK,BLVD,,90041,7/14/2011,,162A223   184,GENERAL,East Los Angeles,,O,34.13823,-118.21408,2011
725888,2406,,W,LANGDALE,AVE,,90041,7/6/2016,,159A221   200,GENERAL,East Los Angeles,,O,34.12993,-118.21915,2016
424447,6224,,N,LAUREL CANYON,BLVD,,91606,7/21/2011,,177B165   259,CNAP,South Valley,,O,34.18378,-118.39631,2011
424467,14720,,W,VALERIO,ST,,91405,7/21/2011,,186B149   556,GENERAL,South Valley,,O,34.2046,-118.45369,2011
424460,7900,,S,COWAN,AVE,,90045,7/21/2011,,099B165   143,GENERAL,West Los Angeles,,O,33.97053,-118.40317,2011
725892,129,,N,LA BREA,AVE,,90036,7/6/2016,,138B181   707,GENERAL,Central,,O,34.07442,-118.34423,2016
424463,3107,,W,COUNCIL,ST,,90026,7/21/2011,,138A201    99,CNAP,Central,,O,34.07359,-118.28153,2011
725902,1817,,W,79TH,ST,,90047,7/6/2016,,099B193   782,PACE,South Los Angeles,,O,33.9674,-118.3097,2016
424472,355,,E,35TH,ST,,90011,7/21/2011,,117A205   100,GENERAL,South Los Angeles,,O,34.01572,-118.26821,2011
424623,3428,,N,MANDEVILLE CANYON,ROAD,,90049,7/25/2011,,150B133    64,GENERAL,West Los Angeles,,O,34.10676,-118.50244,2011
424624,9001,,N,NOBLE,AVE,,91343,7/25/2011,,195B145   102,GENERAL,North Valley,,O,34.23395,-118.46115,2011
424625,9526,,N,NOBLE,AVE,,91343,7/25/2011,,198B145    19,GENERAL,North Valley,,O,34.24327,-118.46087,2011
424785,919,,E,33RD,ST,,90011,7/26/2011,,117A209   217,GENERAL,South Los Angeles,,O,34.01445,-118.26011,2011
725908,2047,,W,79TH,ST,,90047,7/6/2016,,099B189   493,PACE,South Los Angeles,,O,33.96739,-118.31497,2016
424884,1124,,E,101ST,ST,,90002,7/27/2011,10/23/2015,090B209   297,GENERAL,South Los Angeles,1549,O,33.94478,-118.25562,2011
425658,7303,,N,REMMET,AVE,,91303,8/4/2011,3/4/2014,186B105   856,GENERAL,South Valley,943,O,34.20304,-118.60041,2011
424955,830,,W,43RD,PL,,90037,7/28/2011,,114B197  1264,GENERAL,South Los Angeles,,O,34.00449,-118.28837,2011
425010,4441,,S,CENTINELA,AVE,,90066,7/29/2011,,108B157   569,GENERAL,West Los Angeles,,O,33.99329,-118.42408,2011
425011,4449,,S,CENTINELA,AVE,,90066,7/29/2011,,108B157   595,GENERAL,West Los Angeles,,O,33.99314,-118.42389,2011
425014,127,,E,91ST,ST,,90003,7/29/2011,10/23/2015,094-5A205 153,GENERAL,South Los Angeles,1547,O,33.95388,-118.27287,2011
425104,14912,,W,WYANDOTTE,ST,,91405,8/2/2011,,186B149   765,CNAP,South Valley,,O,34.2029,-118.45791,2011
425711,4809,,W,ADAMS,BLVD,,90016,8/4/2011,,123B181   957,GENERAL,South Los Angeles,,O,34.03269,-118.34542,2011
425788,3249,,S,LA CIENEGA,BLVD,,90016,8/5/2011,,123B173  1675,GENERAL,South Los Angeles,,O,34.02893,-118.37415,2011
425817,11287,,W,CHALON,ROAD,,90049,8/8/2011,,141B145   124,CNAP,West Los Angeles,,O,34.08466,-118.46099,2011
726050,12141,,W,LULL,ST,,91605,7/6/2016,,186B165   102,GENERAL,North Valley,,O,34.20953,-118.39827,2016
726052,709,,N,LA FAYETTE PARK,PL,,90026,7/7/2016,,139-5A203  22,GENERAL,East Los Angeles,,O,34.07834,-118.27372,2016
527430,,,,,,,,12/17/2013,,168B169  1080,GENERAL,South Valley,,O,,,2013
