Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
714248,5728,,N,LANKERSHIM,BLVD,,91601,3/10/2016,,174B169   474,GENERAL,South Valley,,O,34.17473,-118.38035,2016
714250,6726,,W,SHADYGROVE,ST,,91042,3/10/2016,,201A203   116,GENERAL,North Valley,,O,34.2463,-118.27893,2016
714254,1205,,W,R,ST,,90744,3/11/2016,,036B201   129,GENERAL,Harbor,,O,33.7969,-118.27759,2016
714256,18320,,W,COLLINS,ST,,91356,3/11/2016,,174B125   228,GENERAL,South Valley,,O,34.17479,-118.53157,2016
714271,2808,,W,8TH,ST,,90005,3/11/2016,,132B197   472,GENERAL,Central,,O,34.05759,-118.28703,2016
714272,1422,,E,56TH,ST,,90011,3/11/2016,,108B209   974,GENERAL,South Los Angeles,,O,33.99196,-118.24931,2016
714273,1839,,W,20TH,ST,,90007,3/11/2016,,126B197   994,GENERAL,South Los Angeles,,O,34.03825,-118.29864,2016
714287,7818,,N,CAPISTRANO,AVE,,91304,3/11/2016,,189B101   636,GENERAL,South Valley,,O,34.21258,-118.61652,2016
714288,8501,,N,RUBIO,AVE,,91343,3/11/2016,,192B137   159,GENERAL,North Valley,,O,34.22509,-118.49683,2016
714290,7101,,S,ESTRELLA,AVE,,90044,3/11/2016,,102B201   751,GENERAL,South Los Angeles,,O,33.97531,-118.28499,2016
714293,1818,,N,OLD RANCH,ROAD,,90049,3/11/2016,,135B133    69,GENERAL,West Los Angeles,,O,34.06737,-118.50269,2016
714294,951,,N,EMBURY,ST,,90272,3/11/2016,,129B129   807,GENERAL,West Los Angeles,,O,34.04663,-118.52318,2016
714295,17352,,W,SUNSET,BLVD,,90272,3/11/2016,,126B117   458,GENERAL,West Los Angeles,,O,34.03939,-118.55367,2016
714253,936,,N,RONAN,AVE,,90744,3/11/2016,10/26/2016,033B205  1295,GENERAL,Harbor,229,O,33.78192,-118.27231,2016
714306,6851,,W,IRIS,CIR,,90068,3/12/2016,,151-5A187 120,GENERAL,Central,,O,34.11058,-118.33285,2016
714305,15485,,W,VENTURA,BLVD,,91403,3/12/2016,,168B145   729,GENERAL,South Valley,,O,34.15485,-118.47138,2016
714322,14713,,W,LAKESIDE,ST,,91342,3/14/2016,,222B149   197,GENERAL,North Valley,,O,34.30742,-118.4535,2016
714325,1126,,W,25TH,ST,,90731,3/14/2016,,009B193   279,CITATIONS,Harbor,,O,33.72172,-118.30194,2016
714329,3875,,N,BEVERLY RIDGE,DR,,91423,3/14/2016,,162B149   280,GENERAL,South Valley,,O,34.14161,-118.44594,2016
714333,25328,,S,DODGE,AVE,,90710,3/14/2016,,036B197   638,GENERAL,Harbor,,O,33.79375,-118.28881,2016
714334,25324,,S,DODGE,AVE,,90710,3/14/2016,,036B197   625,GENERAL,Harbor,,O,33.79389,-118.28881,2016
714409,8031,,N,VAN NOORD,AVE,,91605,3/15/2016,,189B161   273,GENERAL,North Valley,,O,34.21708,-118.41559,2016
714415,707,,W,ROSECRANS,AVE,,90247,3/15/2016,,075B197   221,GENERAL,Harbor,,O,33.90216,-118.28754,2016
714416,703,,W,156TH,ST,,90247,3/15/2016,,072B197   263,GENERAL,Harbor,,O,33.89015,-118.28799,2016
714417,12612,,W,EMELITA,ST,,91607,3/15/2016,,174B161   119,GENERAL,South Valley,,O,34.17654,-118.4079,2016
714418,5726,,N,SUNNYSLOPE,AVE,,91401,3/15/2016,,174B157   281,GENERAL,South Valley,,O,34.17473,-118.42674,2016
714421,6605,,S,OCEAN FRONT,WALK,,90293,3/15/2016,,096B149   322,CITATIONS,West Los Angeles,,O,33.95981,-118.45206,2016
714422,3653,,N,AVENIDA DEL SOL,,,91604,3/15/2016,,162B161   736,GENERAL,South Valley,,O,34.13694,-118.40796,2016
714423,8231,,N,GREENBUSH,AVE,,91402,3/15/2016,,192B157   993,GENERAL,North Valley,,O,34.22061,-118.42696,2016
738717,13354,,W,GARBER,ST,,91331,10/3/2016,,204B157  1123,GENERAL,North Valley,,O,34.25269,-118.42399,2016
738718,717,,E,43RD,ST,,90011,10/3/2016,,114A207   272,GENERAL,South Los Angeles,,O,34.00581,-118.26309,2016
738721,17541,,W,BURBANK,BLVD,,91316,10/3/2016,,174B129   785,GENERAL,South Valley,,O,34.17242,-118.51552,2016
738724,1456,,W,87TH,ST,,90047,10/3/2016,,096A195    19,PACE,South Los Angeles,,O,33.9589,-118.30226,2016
714434,25500,,S,VERMONT,AVE,,90710,3/15/2016,,036B197   839,GENERAL,Harbor,,O,33.79244,-118.29048,2016
714438,921,,W,M,ST,,90744,3/15/2016,,033B201   159,GENERAL,Harbor,,O,33.78863,-118.27437,2016
714440,4300,,W,JEFFERSON,BLVD,,90016,3/15/2016,,120B181   771,GENERAL,South Los Angeles,,O,34.02541,-118.3431,2016
714441,827,,N,FRIES,AVE,,90744,3/15/2016,,030B205   233,GENERAL,Harbor,,O,33.78064,-118.26502,2016
714443,2146,,S,BALSAM,AVE,,90025,3/15/2016,,129B157   706,GENERAL,West Los Angeles,,O,34.04934,-118.42417,2016
714445,10776,,W,WILSHIRE,BLVD,,90024,3/15/2016,,132B153   262,GENERAL,West Los Angeles,,O,34.05985,-118.43904,2016
714462,7364,,W,MELROSE,AVE,,90036,3/15/2016,,141B181   611,GENERAL,Central,,O,34.08344,-118.35035,2016
714471,4527,,S,NORMANDIE,AVE,,90062,3/15/2016,,111B193   439,GENERAL,South Los Angeles,,O,34.00208,-118.30036,2016
714486,14541,,W,DYER,ST,,91342,3/16/2016,,219B149   233,GENERAL,North Valley,,O,34.29924,-118.44928,2016
714487,14868,,W,FOOTHILL,BLVD,,91342,3/16/2016,,228B149    50,GENERAL,North Valley,,O,34.32285,-118.45503,2016
714468,1133,,S,MANHATTAN,PL,,90019,3/15/2016,,129B193   807,GENERAL,Central,,O,34.0498,-118.3103,2016
714469,1129,,S,MANHATTAN,PL,,90019,3/15/2016,,129B193   787,GENERAL,Central,,O,34.04994,-118.3103,2016
714437,10357,,W,MARGATE,ST,,91601,3/15/2016,,171B177   192,GENERAL,South Valley,,O,34.16766,-118.35673,2016
738732,1424,,W,87TH,ST,,90047,10/3/2016,,096A195    11,PACE,South Los Angeles,,O,33.9589,-118.30126,2016
738735,1412,,W,87TH,ST,,90047,10/3/2016,,096A195     8,PACE,South Los Angeles,,O,33.9589,-118.30086,2016
738736,332,,E,73RD,ST,,90003,10/3/2016,,102B205  1074,GENERAL,South Los Angeles,,O,33.97373,-118.26832,2016
714491,209,,E,54TH,ST,,90011,3/16/2016,,108B205   418,GENERAL,South Los Angeles,,O,33.99346,-118.27144,2016
714498,2357,,W,AVENUE 31,,,90065,3/16/2016,,150B213   570,GENERAL,East Los Angeles,,O,34.10663,-118.23708,2016
714499,871,,S,TREMAINE,AVE,,90005,3/16/2016,,132B185   341,GENERAL,Central,,O,34.05884,-118.33675,2016
714522,8502,,W,SHERWOOD,DR,,90069,3/16/2016,,141B173   300,GENERAL,Central,,O,34.08477,-118.37667,2016
714492,142,,W,69TH,ST,,90003,3/16/2016,,102B201   365,GENERAL,South Los Angeles,,O,33.97726,-118.27555,2016
714493,632,,E,76TH,PL,,90001,3/16/2016,,099B205   239,GENERAL,South Los Angeles,,O,33.97015,-118.26383,2016
714638,255,,N,MISSION,ROAD,,90033,3/16/2016,,130-5A219 330,GENERAL,East Los Angeles,,O,34.05142,-118.22724,2016
714642,655,,W,113TH,ST,,90044,3/16/2016,,087A201   186,CNAP,South Los Angeles,,O,33.93205,-118.28668,2016
714643,2043,,S,IMPERIAL,ST,,90021,3/16/2016,,118-5A217  59,GENERAL,Central,,O,34.0202,-118.23157,2016
714495,739,,E,78TH,ST,,90001,3/16/2016,,099B205   440,GENERAL,South Los Angeles,,O,33.96856,-118.26163,2016
714644,914,,S,SANTEE,ST,,90015,3/16/2016,,126A211   210,GENERAL,Central,,O,34.03968,-118.25363,2016
714646,731,,S,SPRING,ST,,90014,3/16/2016,,127-5A211 116,GENERAL,Central,,O,34.04388,-118.25315,2016
714496,743,,E,79TH,ST,,90001,3/16/2016,,099B205   592,GENERAL,South Los Angeles,,O,33.96756,-118.2615,2016
714647,2227,,N,BRAWLEY,ST,,90032,3/16/2016,,138A233   212,GENERAL,East Los Angeles,,O,34.07032,-118.1781,2016
714648,3405,,N,EDLOFT,AVE,,90032,3/16/2016,,142-5A231 218,GENERAL,East Los Angeles,,O,34.08421,-118.185,2016
714649,4495,,E,CATO,ST,,90032,3/16/2016,,141A229   143,GENERAL,East Los Angeles,,O,34.0814,-118.18867,2016
714650,4509,,E,CATO,ST,,90032,3/16/2016,,141A229   134,GENERAL,East Los Angeles,,O,34.08157,-118.18868,2016
714652,5535,,E,VIA MARISOL,,,90042,3/16/2016,,150A231   245,GENERAL,East Los Angeles,,O,34.10411,-118.18656,2016
714664,6727,,N,GLADE,AVE,,91303,3/17/2016,,180B101    99,GENERAL,South Valley,,O,34.19276,-118.60826,2016
714663,430,,W,JAMES,ST,,90065,3/17/2016,,144A221    17,GENERAL,East Los Angeles,,O,34.09097,-118.2169,2016
714704,306,,E,42ND,ST,,90011,3/17/2016,,114A205   144,GENERAL,South Los Angeles,,O,34.00737,-118.26997,2016
714705,1713,,E,VERNON,AVE,,90058,3/17/2016,,112-5A213  26,GENERAL,South Los Angeles,,O,34.00409,-118.24291,2016
714707,1040,,E,46TH,ST,,90011,3/17/2016,,112-5A209 216,GENERAL,South Los Angeles,,O,34.00162,-118.25729,2016
714716,313,,W,COLDEN,AVE,,90003,3/17/2016,,093A203   132,GENERAL,South Los Angeles,,O,33.94929,-118.27909,2016
714718,1508,,S,ABBOT KINNEY,BLVD,,90291,3/17/2016,,108B145  1499,GENERAL,West Los Angeles,,O,33.99016,-118.46457,2016
714668,7415,,N,QUAKERTOWN,AVE,,91306,3/17/2016,,186B113   551,GENERAL,South Valley,,O,34.20513,-118.57002,2016
714708,1555,,S,MANHATTAN,PL,,90019,3/17/2016,,126B193   283,GENERAL,South Los Angeles,,O,34.04378,-118.31042,2016
714717,900,,E,FLORENCE,AVE,,90001,3/17/2016,,102B209   104,CNAP,South Los Angeles,,O,33.9746,-118.25833,2016
714711,6425,,W,WEIDLAKE,DR,,90068,3/17/2016,,154-5A187  16,GENERAL,Central,,O,34.11591,-118.32913,2016
738739,8939,,S,MENLO,AVE,,90044,10/3/2016,,096A199   327,PACE,South Los Angeles,,O,33.95538,-118.29055,2016
714725,3447,,W,GLENHURST,AVE,,90039,3/18/2016,,153A207    46,GENERAL,East Los Angeles,,O,34.11512,-118.26122,2016
714731,1729,,S,BEDFORD,ST,,90035,3/18/2016,,129B169  1164,GENERAL,Central,,O,34.04738,-118.38174,2016
714747,741,,E,INDIANA,AVE,,90291,3/18/2016,,111B145  1071,GENERAL,West Los Angeles,,O,33.99822,-118.4657,2016
714759,746,,W,ATHENS,BLVD,,90044,3/21/2016,,084B197   557,GENERAL,Harbor,,O,33.92249,-118.28859,2016
714760,11235,,S,CENTRAL,AVE,,90059,3/21/2016,,087A209   305,GENERAL,South Los Angeles,,O,33.93183,-118.25446,2016
714764,560,,W,182ND,ST,,90248,3/21/2016,,063B201   128,GENERAL,Harbor,,O,33.86969,-118.28368,2016
714766,1249,,N,AVALON,BLVD,,90744,3/21/2016,,033B205   338,GENERAL,Harbor,,O,33.78814,-118.26328,2016
714767,736,,N,DOMINGUEZ,AVE,,90744,3/21/2016,,030B209   195,GENERAL,Harbor,,O,33.78014,-118.25184,2016
714770,224,,W,OLIVER,ST,,90731,3/21/2016,,018B201   217,GENERAL,Harbor,,O,33.74702,-118.28231,2016
714771,2914,,S,DENISON,AVE,,90731,3/21/2016,,009B197  1386,GENERAL,Harbor,,O,33.71752,-118.28873,2016
714772,516,,W,38TH,ST,,90731,3/21/2016,,006B197   872,GENERAL,Harbor,,O,33.70974,-118.28818,2016
714757,801,,E,SLAUSON,AVE,,90011,3/21/2016,,108B209  1327,GENERAL,South Los Angeles,,O,33.98953,-118.26061,2016
714776,15340,,W,HART,ST,,91406,3/21/2016,,183B145   393,GENERAL,South Valley,,O,34.19741,-118.4678,2016
714753,1639,,N,PERRIS,ST,,90033,3/19/2016,,133-5A229  41,GENERAL,East Los Angeles,,O,34.06116,-118.19356,2016
714773,2361,,N,ALLVIEW,TER,W,90068,3/21/2016,,151-5A191  51,GENERAL,Central,,O,34.11141,-118.31961,2016
738740,8923,,S,MENLO,AVE,,90044,10/3/2016,,096A199   292,PACE,South Los Angeles,,O,33.95582,-118.29055,2016
738741,8915,,S,MENLO,AVE,,90044,10/3/2016,,096A199   276,PACE,South Los Angeles,,O,33.9561,-118.29055,2016
738742,8851,,S,MENLO,AVE,,90044,10/3/2016,,096A199   239,PACE,South Los Angeles,,O,33.9565,-118.29062,2016
738743,8847,,S,MENLO,AVE,,90044,10/3/2016,,096A199   229,PACE,South Los Angeles,,O,33.95655,-118.29055,2016
714779,2738,,N,JOHNSTON,ST,,90031,3/21/2016,,141A223   398,GENERAL,East Los Angeles,,O,34.07871,-118.20988,2016
714781,8246,,N,TEESDALE,AVE,,91605,3/21/2016,,192B161   139,GENERAL,North Valley,,O,34.22127,-118.41123,2016
714786,12455,,W,HORTENSE,ST,,91604,3/21/2016,,168B165   782,GENERAL,South Valley,,O,34.15505,-118.4049,2016
714845,13324,,S,ESTRELLA,AVE,,90248,3/21/2016,,078B201    72,GENERAL,Harbor,,O,33.91057,-118.28596,2016
714948,11231,,S,CENTRAL,AVE,,90059,3/21/2016,,087A209   303,GENERAL,South Los Angeles,,O,33.93191,-118.25445,2016
714954,4605,,S,ARLINGTON,AVE,,90043,3/21/2016,,111B189   606,GENERAL,South Los Angeles,,O,34.00169,-118.31827,2016
714955,11863,,W,DARLINGTON,AVE,,90049,3/21/2016,,129B145  1140,GENERAL,West Los Angeles,,O,34.05038,-118.46723,2016
714956,425,,N,HILLSIDE,LANE,,90402,3/21/2016,,123B129   570,GENERAL,West Los Angeles,,O,34.03263,-118.51846,2016
714958,6839,,N,BOVEY,AVE,,91335,3/22/2016,,183B117   905,CNAP,South Valley,,O,34.19499,-118.56048,2016
714964,624,,W,83RD,ST,,90044,3/22/2016,,097-5A201  32,GENERAL,South Los Angeles,,O,33.96306,-118.28497,2016
714971,2955,,S,RIMPAU,BLVD,,90016,3/22/2016,,120B181   547,GENERAL,South Los Angeles,,O,34.02658,-118.35187,2016
715073,314,,S,HARVARD,BLVD,,90020,3/22/2016,,135B193   258,CNAP,Central,,O,34.06844,-118.30393,2016
714777,8140,,N,CALHOUN,AVE,,91402,3/21/2016,,192B153  1089,GENERAL,North Valley,,O,34.21939,-118.44073,2016
714949,6538,,N,MOORCROFT,AVE,,91303,3/21/2016,,180B101   470,GENERAL,South Valley,,O,34.18956,-118.61101,2016
714950,7406,,N,VALJEAN,AVE,,91406,3/21/2016,,186B137   217,GENERAL,South Valley,,O,34.20503,-118.48575,2016
714967,11407,,W,SANTA MONICA,BLVD,,90025,3/22/2016,,129B149   513,GENERAL,West Los Angeles,,O,34.04596,-118.45131,2016
715083,13950,,W,VAN NUYS,BLVD,,91331,3/22/2016,,204B153   545,CITATIONS,North Valley,,O,34.25527,-118.4366,2016
738744,8831,,S,MENLO,AVE,,90044,10/3/2016,,096A199   191,PACE,South Los Angeles,,O,33.95699,-118.29055,2016
738745,8820,,S,MENLO,AVE,,90044,10/3/2016,,096A199   159,PACE,South Los Angeles,,O,33.95732,-118.29029,2016
738746,8830,,S,MENLO,AVE,,90044,10/3/2016,,096A199   190,PACE,South Los Angeles,,O,33.95699,-118.29029,2016
738747,8838,,S,MENLO,AVE,,90044,10/3/2016,,096A199   208,PACE,South Los Angeles,,O,33.95677,-118.29029,2016
738748,8842,,S,MENLO,AVE,,90044,10/3/2016,,096A199   218,PACE,South Los Angeles,,O,33.95672,-118.29029,2016
715101,1171,,E,34TH,ST,,90011,3/22/2016,,117A209   363,CITATIONS,South Los Angeles,,O,34.01289,-118.2548,2016
715130,6439,,W,DEEP DELL,PL,,90068,3/23/2016,,153A187    48,GENERAL,Central,,O,34.11513,-118.32992,2016
715109,1716,,W,43RD,ST,,90062,3/22/2016,,114B193  1304,GENERAL,South Los Angeles,,O,34.00538,-118.30966,2016
715110,14880,,W,CORONA DEL MAR,,,90272,3/22/2016,,123B129   887,GENERAL,West Los Angeles,,O,34.0298,-118.52026,2016
715112,217,,S,4TH,AVE,,90291,3/22/2016,,111B141   324,GENERAL,West Los Angeles,,O,33.99853,-118.47631,2016
715118,9960,,N,TUJUNGA CANYON,BLVD,,91042,3/22/2016,,202-5A203 161,GENERAL,North Valley,,O,34.24982,-118.27846,2016
715119,8315,,N,SAN FERNANDO,ROAD,,91352,3/22/2016,,192B173   566,GENERAL,North Valley,,O,34.22097,-118.37208,2016
715121,6444,,N,LANKERSHIM,BLVD,,91606,3/22/2016,,180B169   982,GENERAL,South Valley,,O,34.18801,-118.38756,2016
715122,8633,,N,COLUMBUS,AVE,,91343,3/22/2016,,195B145   576,GENERAL,North Valley,,O,34.22742,-118.46557,2016
715124,15000,,W,COBALT,ST,,91342,3/23/2016,,225B149    78,GENERAL,North Valley,,O,34.31662,-118.45897,2016
715133,9841,,N,ETIWANDA,AVE,,91325,3/23/2016,,201B125   118,CITATIONS,North Valley,,O,34.24961,-118.53187,2016
715135,3215,,E,ARVIA,ST,,90065,3/23/2016,,147A217   207,GENERAL,East Los Angeles,,O,34.0974,-118.22836,2016
715137,5131,,E,RAPHAEL,ST,,90042,3/23/2016,,153A225   168,GENERAL,East Los Angeles,,O,34.11417,-118.20452,2016
715140,11758,,W,GARBER,ST,,91342,3/23/2016,,213B169   670,GENERAL,North Valley,,O,34.27886,-118.38855,2016
715141,1939,,S,LELAND,ST,,90731,3/23/2016,,012B193  1056,GENERAL,Harbor,,O,33.7262,-118.30141,2016
738805,8800,,S,MENLO,AVE,,90044,10/3/2016,,096A199   117,PACE,South Los Angeles,,O,33.95776,-118.29029,2016
738807,9810,,W,EASTON,DR,,90210,10/3/2016,,150B153   430,GENERAL,West Los Angeles,,O,34.10839,-118.43253,2016
738808,6650,,W,EMMET,TER,,90068,10/3/2016,,150A185   193,GENERAL,Central,,O,34.10585,-118.33491,2016
738809,8943,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   333,PACE,South Los Angeles,,O,33.95528,-118.28946,2016
715143,6706,,N,BOVEY,AVE,,91335,3/23/2016,,180B117   236,GENERAL,South Valley,,O,34.19221,-118.56022,2016
715145,3508,,W,JEFFERSON,BLVD,,90018,3/23/2016,,120B185   871,GENERAL,South Los Angeles,,O,34.02545,-118.33421,2016
715148,15917,,W,GAULT,ST,,91406,3/23/2016,,183B141   229,PACE,South Valley,,O,34.19946,-118.48008,2016
715149,15925,,W,GAULT,ST,,91406,3/23/2016,,183B141   228,PACE,South Valley,,O,34.19946,-118.48035,2016
715273,18829,,W,VALERIO,ST,,91335,3/23/2016,,186B121   622,GENERAL,South Valley,,O,34.20486,-118.54317,2016
715274,1641,,W,87TH,ST,,90047,3/23/2016,,097-5A195 345,GENERAL,South Los Angeles,,O,33.9591,-118.30618,2016
715278,10518,,S,GORMAN,AVE,,90002,3/23/2016,,090A217   348,GENERAL,South Los Angeles,,O,33.94002,-118.23058,2016
715290,6438,,N,YARMOUTH,AVE,,91335,3/23/2016,,180B129   848,GENERAL,South Valley,,O,34.18799,-118.51955,2016
715291,1111,,W,83RD,ST,,90044,3/23/2016,,099B197  1383,GENERAL,South Los Angeles,,O,33.96379,-118.29449,2016
738810,8939,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   325,PACE,South Los Angeles,,O,33.95539,-118.28946,2016
738811,8935,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   317,PACE,South Los Angeles,,O,33.9555,-118.28946,2016
738812,8927,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   298,PACE,South Los Angeles,,O,33.95572,-118.28946,2016
738813,8919,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   282,PACE,South Los Angeles,,O,33.95594,-118.28946,2016
738814,8839,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   207,PACE,South Los Angeles,,O,33.95678,-118.28946,2016
738815,8823,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   168,PACE,South Los Angeles,,O,33.95722,-118.28946,2016
715276,1349,,W,35TH,ST,,90007,3/23/2016,11/30/2016,120B197   690,GENERAL,South Los Angeles,252,O,34.02471,-118.29895,2016
715298,902,,W,59TH,PL,,90044,3/24/2016,,105B197   228,GENERAL,South Los Angeles,,O,33.98677,-118.28946,2016
715297,13337,,N,HERRICK,AVE,,91342,3/24/2016,,225B145   200,GENERAL,North Valley,,O,34.31366,-118.46424,2016
715310,4003,,E,GLENALBYN,DR,,90065,3/24/2016,,147A221   223,GENERAL,East Los Angeles,,O,34.09636,-118.21695,2016
715311,4123,,E,MONTEREY,ST,,90065,3/24/2016,,147A221    84,GENERAL,East Los Angeles,,O,34.09794,-118.21471,2016
715313,5911,,N,JULIAN,LANE,,91356,3/24/2016,,177B117   767,GENERAL,South Valley,,O,34.17787,-118.55441,2016
715317,3800,,S,MAIN,ST,,90011,3/24/2016,,117A205   469,CITATIONS,South Los Angeles,,O,34.01291,-118.27382,2016
715494,8024,,N,LANKERSHIM,BLVD,,91605,3/24/2016,,189B169   173,GENERAL,North Valley,,O,34.2163,-118.38758,2016
715512,2533,,S,MANSFIELD,AVE,,90016,3/24/2016,,123B181   819,GENERAL,South Los Angeles,,O,34.03333,-118.35173,2016
715513,2012,,E,SANTA ANA,BLVD,N,90059,3/24/2016,,088-5A215 190,GENERAL,South Los Angeles,,O,,,2016
715514,13015,,S,HOOVER,ST,,90247,3/24/2016,,081B197   478,GENERAL,Harbor,,O,33.91386,-118.28726,2016
715515,2545,,S,MANSFIELD,AVE,,90016,3/24/2016,,123B181   891,GENERAL,South Los Angeles,,O,34.03308,-118.35181,2016
715516,1893,,S,COCHRAN,AVE,,90019,3/24/2016,,126B177   759,GENERAL,South Los Angeles,,O,34.04166,-118.35492,2016
715518,1125,,E,LANZIT,AVE,,90059,3/24/2016,,088-5A209 144,GENERAL,South Los Angeles,,O,33.93534,-118.25574,2016
715439,144,,S,HARVARD,BLVD,,90004,3/24/2016,,138B193  1139,GENERAL,Central,,O,34.07247,-118.304,2016
715493,1200,,W,61ST,ST,,90044,3/24/2016,,105B197   784,GENERAL,South Los Angeles,,O,33.98404,-118.29609,2016
715497,4900,,N,ONTEORA,WAY,,90041,3/24/2016,,162A219   218,GENERAL,East Los Angeles,,O,34.13816,-118.22214,2016
715540,4806,,E,TEMPLETON,ST,,90032,3/25/2016,,141A233    97,GENERAL,East Los Angeles,,O,34.08179,-118.17921,2016
715541,5954,,E,GREAT OAK,CIR,,90042,3/25/2016,,157-5A229 159,GENERAL,East Los Angeles,,O,34.12655,-118.18875,2016
715545,4836,,E,CONVERSE,ST,,90032,3/25/2016,,141A233     7,GENERAL,East Los Angeles,,O,34.08264,-118.179,2016
715524,4769,,E,HILLSDALE,DR,,90032,3/24/2016,,144A231   320,GENERAL,East Los Angeles,,O,34.08693,-118.18244,2016
715525,3750,,N,RANDOLPH,AVE,,90032,3/24/2016,,144A233   102,GENERAL,East Los Angeles,,O,34.09,-118.18013,2016
715527,5565,,W,HOMESIDE,AVE,,90016,3/24/2016,,120B177   129,GENERAL,South Los Angeles,,O,34.02844,-118.36601,2016
715529,5577,,W,HOMESIDE,AVE,,90016,3/24/2016,,120B173  1709,GENERAL,South Los Angeles,,O,34.02856,-118.36646,2016
715530,5581,,W,HOMESIDE,AVE,,90016,3/24/2016,,120B173    63,GENERAL,South Los Angeles,,O,34.0286,-118.36659,2016
715537,8940,,W,KRAMERWOOD,PL,,90034,3/25/2016,,123B169   767,GENERAL,South Los Angeles,,O,34.03319,-118.38825,2016
715539,4201,,E,VIA MARISOL,,,90042,3/25/2016,,147A231    25,GENERAL,East Los Angeles,,O,34.09621,-118.18524,2016
715544,420,,E,WHEELING,WAY,,90042,3/25/2016,,150A231   300,GENERAL,East Los Angeles,,O,34.10334,-118.18708,2016
715547,180,,E,35TH,ST,,90011,3/25/2016,,117A205    48,GENERAL,South Los Angeles,,O,34.01651,-118.27051,2016
715548,4349,,N,MAYCREST,AVE,,90032,3/25/2016,,147A237   333,GENERAL,East Los Angeles,,O,34.09553,-118.16148,2016
715546,321,,N,AVENUE 65,,,90042,3/25/2016,,154-5A233 314,GENERAL,East Los Angeles,,O,34.11645,-118.17892,2016
738816,8846,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   226,PACE,South Los Angeles,,O,33.95656,-118.2892,2016
738817,8838,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   206,PACE,South Los Angeles,,O,33.95678,-118.2892,2016
738818,8826,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   177,PACE,South Los Angeles,,O,33.95711,-118.2892,2016
738819,8806,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   126,PACE,South Los Angeles,,O,33.95766,-118.2892,2016
738820,8800,,S,BARING CROSS,ST,,90044,10/3/2016,,096A199   115,PACE,South Los Angeles,,O,33.95777,-118.2892,2016
715554,17263,,W,KNAPP,ST,,91325,3/26/2016,,198B133   372,GENERAL,North Valley,,O,34.23839,-118.51085,2016
715567,14592,,W,PADDOCK,ST,,91342,3/29/2016,,222B149   754,GENERAL,North Valley,,O,34.3037,-118.45058,2016
715574,407,,W,DEL NORTE,ST,,90065,3/29/2016,,145-5A223 393,GENERAL,East Los Angeles,,O,34.09122,-118.21408,2016
715586,14212,,W,GAIN,ST,,91331,3/29/2016,,198B153   121,GENERAL,North Valley,,O,34.24269,-118.44269,2016
715587,19050,,W,KESWICK,ST,,91335,3/29/2016,,186B121    40,GENERAL,South Valley,,O,34.21008,-118.54872,2016
715558,17337,,W,LASSEN,ST,,91325,3/26/2016,,201B129    55,GENERAL,North Valley,,O,34.25052,-118.51257,2016
715579,23509,,W,CALIFA,ST,,91367,3/29/2016,,177B093   842,GENERAL,South Valley,,O,34.17747,-118.63915,2016
715580,6902,,N,ALABAMA,AVE,,91303,3/29/2016,,183B105   840,GENERAL,South Valley,,O,34.19576,-118.59887,2016
715571,1937,,N,GRAMERCY,PL,,90068,3/29/2016,,150A193    72,GENERAL,Central,,O,34.10641,-118.31271,2016
715588,10508,,N,PLAINVIEW,AVE,,91042,3/29/2016,,204B197    46,GENERAL,North Valley,,O,34.25986,-118.2978,2016
715589,1866,,S,CURSON,AVE,,90019,3/29/2016,,126B177   817,GENERAL,South Los Angeles,,O,34.04152,-118.36264,2016
715590,13750,,W,FILMORE,ST,,91331,3/29/2016,,207B157   709,GENERAL,North Valley,,O,34.26363,-118.4325,2016
715593,731,,S,RAMPART,BLVD,,90057,3/29/2016,,133-5A201 250,GENERAL,Central,,O,34.05858,-118.28384,2016
715595,5126,,S,TOWNE,AVE,,90011,3/29/2016,,108B205    81,GENERAL,South Los Angeles,,O,33.99576,-118.26726,2016
715599,5716,,E,HANEMAN,ST,,90042,3/29/2016,,157-5A229  29,GENERAL,East Los Angeles,,O,34.12774,-118.19341,2016
715596,339,,W,47TH,ST,,90037,3/29/2016,,112-5A203 321,GENERAL,South Los Angeles,,O,34.00117,-118.27973,2016
715597,447,,E,VERNON,AVE,,90011,3/29/2016,,112-5A205  20,GENERAL,South Los Angeles,,O,34.00401,-118.26809,2016
715598,9710,,S,DEFIANCE,AVE,,90002,3/29/2016,,093A213   463,GENERAL,South Los Angeles,,O,33.94773,-118.24518,2016
